Village,kabupaten,kecamatan,desa,archetype,households,lat,lon,sited,solar_MW,solar_cap_MW,hubdist_km,hub_name,peak_mw
335,TIMOR TENGAH SELATAN,AMANUBAN BARAT,NULLE,horticulture,1221,,,False,,3246.8,,,0.34196
336,TIMOR TENGAH SELATAN,AMANUBAN BARAT,NUSA,rice,639,-9.84743208695813,124.3887513979191,True,2952.0,2952.0,11.699,Gardu Induk Nonohonis,0.17896
337,TIMOR TENGAH SELATAN,AMANUBAN BARAT,PUSU,horticulture,591,-9.906371040820376,124.3303394901466,True,3478.3,3478.3,11.127,Gardu Induk Nonohonis,0.16552
338,TIMOR TENGAH SELATAN,AMANUBAN BARAT,TUBLOPO/MEOMETAN,horticulture,628,,,False,,3246.8,,,0.17588
339,TIMOR TENGAH SELATAN,AMANUBAN BARAT,TUBUHUE,rice,815,-9.891085655494193,124.2504248378222,True,3612.5,3612.5,9.369,Gardu Induk Nonohonis,0.22825
340,TIMOR TENGAH SELATAN,AMANUBAN SELATAN,BATNUN,rice,674,-10.06773548677383,124.2530469755855,True,4036.4,4036.4,28.604,Gardu Induk Nonohonis,0.18876
341,TIMOR TENGAH SELATAN,AMANUBAN SELATAN,BENA,rice,944,-10.12244278722823,124.2426730949113,True,4382.2,4382.2,34.891,Gardu Induk Nonohonis,0.26438
342,TIMOR TENGAH SELATAN,AMANUBAN SELATAN,ENO NETTEN,rice,375,,,False,,3246.8,,,0.10502
343,TIMOR TENGAH SELATAN,AMANUBAN SELATAN,KIUBAAT,rice,520,-10.03157718500616,124.2803325555122,True,3440.4,3440.4,24.262,Gardu Induk Nonohonis,0.14563
344,TIMOR TENGAH SELATAN,AMANUBAN SELATAN,LINAMNUTU,rice,704,-10.03613969616051,124.1879612570709,True,3238.5,3238.5,27.164,Gardu Induk Nonohonis,0.19717
345,TIMOR TENGAH SELATAN,AMANUBAN SELATAN,MIO,rice,523,-9.989528708647835,124.203685721324,True,3411.8,3411.8,21.649,Gardu Induk Nonohonis,0.14647
346,TIMOR TENGAH SELATAN,AMANUBAN SELATAN,NOEMUKE,rice,705,-10.06333066936881,124.3383567999321,True,3312.8,3312.8,28.389,Gardu Induk Nonohonis,0.19745
347,TIMOR TENGAH SELATAN,AMANUBAN SELATAN,OEBELO,rice,966,-10.13255153674344,124.2989267732412,True,4193.3,4193.3,35.683,Gardu Induk Nonohonis,0.27054
348,TIMOR TENGAH SELATAN,AMANUBAN SELATAN,OEKIU,rice,385,-10.07786825500579,124.2947573328839,True,4134.7,4134.7,29.489,Gardu Induk Nonohonis,0.10783
349,TIMOR TENGAH SELATAN,AMANUBAN SELATAN,POLLO,rice,1156,-10.0589194431433,124.2200216053324,True,3826.3,3826.3,28.374,Gardu Induk Nonohonis,0.32376
350,TIMOR TENGAH SELATAN,AMANUBAN TENGAH,BAKI,rice,250,-9.894067038413564,124.478815046357,True,2450.9,2450.9,22.926,Gardu Induk Nonohonis,0.07002
351,TIMOR TENGAH SELATAN,AMANUBAN TENGAH,BONE,rice,274,-9.805264381493012,124.4613017620288,True,3363.0,3363.0,19.306,Gardu Induk Nonohonis,0.07674
352,TIMOR TENGAH SELATAN,AMANUBAN TENGAH,MAUNUM NIKI NIKI,rice,527,,,False,,3246.8,,,0.14759
353,TIMOR TENGAH SELATAN,AMANUBAN TENGAH,NAKFUNU,rice,242,-9.910526417129716,124.5001226795775,True,2453.0,2453.0,25.84,Gardu Induk Nonohonis,0.06778
354,TIMOR TENGAH SELATAN,AMANUBAN TENGAH,NIKI NIKI,rice,768,,,False,,3246.8,,,0.21509
355,TIMOR TENGAH SELATAN,AMANUBAN TENGAH,NOBI NOBI,rice,982,,,False,,3246.8,,,0.27502
356,TIMOR TENGAH SELATAN,AMANUBAN TENGAH,NOEBESA,rice,221,-9.861884153757222,124.4654044630951,True,2852.4,2852.4,20.358,Gardu Induk Nonohonis,0.06189
357,TIMOR TENGAH SELATAN,AMANUBAN TENGAH,OEEKAM,rice,248,,,False,,3246.8,,,0.06946
358,TIMOR TENGAH SELATAN,AMANUBAN TENGAH,SOPO,rice,424,-9.783676649723116,124.4661673776433,True,3230.5,3230.5,20.157,Gardu Induk Nonohonis,0.11875
359,TIMOR TENGAH SELATAN,AMANUBAN TENGAH,TAEBESA,rice,279,-9.9414360237378,124.4908847424014,True,2586.8,2586.8,26.576,Gardu Induk Nonohonis,0.07814
360,TIMOR TENGAH SELATAN,AMANUBAN TENGAH,TUMU,rice,415,-9.866380562003965,124.4822735540707,True,2671.6,2671.6,22.303,Gardu Induk Nonohonis,0.11623
361,TIMOR TENGAH SELATAN,AMANUBAN TIMUR,BILLA,rice,633,-9.655508131793669,124.5692949326444,True,4009.6,4009.6,16.205,Gardu Induk Kefamenanu,0.17728
362,TIMOR TENGAH SELATAN,AMANUBAN TIMUR,MAULEUM,rice,607,-9.745015479371991,124.5620802845378,True,3677.9,3677.9,25.138,Gardu Induk Kefamenanu,0.17
363,TIMOR TENGAH SELATAN,AMANUBAN TIMUR,MNELAANEN,rice,900,-9.713172145695962,124.6088106278617,True,3736.1,3736.1,24.057,Gardu Induk Kefamenanu,0.25206
364,TIMOR TENGAH SELATAN,AMANUBAN TIMUR,NIFUKIU,rice,358,-9.690530842734992,124.6459487405322,True,3315.5,3315.5,24.579,Gardu Induk Kefamenanu,0.10026
365,TIMOR TENGAH SELATAN,AMANUBAN TIMUR,OE EKAM,rice,739,,,False,,3246.8,,,0.20697
366,TIMOR TENGAH SELATAN,AMANUBAN TIMUR,OELET,rice,502,-9.71006451374087,124.5309018969022,True,4299.4,4299.4,20.435,Gardu Induk Kefamenanu,0.14059
367,TIMOR TENGAH SELATAN,AMANUBAN TIMUR,PISAN,rice,533,-9.739276032938095,124.6047045877243,True,3324.9,3324.9,26.382,Gardu Induk Kefamenanu,0.14928
368,TIMOR TENGAH SELATAN,AMANUBAN TIMUR,SINI,rice,153,-9.743967218208516,124.5315524443494,True,3652.7,3652.7,24.21,Gardu Induk Kefamenanu,0.04285
369,TIMOR TENGAH SELATAN,AMANUBAN TIMUR,TELUK,rice,286,-9.715924416911864,124.6435101204999,True,3108.4,3108.4,26.559,Gardu Induk Kefamenanu,0.0801
370,TIMOR TENGAH SELATAN,AMANUBAN TIMUR,TLIU,rice,234,-9.721678506354236,124.5494775237277,True,4257.8,4257.8,22.208,Gardu Induk Kefamenanu,0.06554
371,TIMOR TENGAH SELATAN,BATU PUTIH,BENLUTU,rice,597,-9.898570501936396,124.2156470449313,True,3120.4,3120.4,12.258,Gardu Induk Nonohonis,0.1672
372,TIMOR TENGAH SELATAN,BATU PUTIH,BOENTUKA,rice,575,-9.924282523696489,124.1747093134492,True,3246.8,3246.8,17.513,Gardu Induk Nonohonis,0.16104
373,TIMOR TENGAH SELATAN,BATU PUTIH,HANE,rice,775,-9.922409242055457,124.2284417121573,True,3262.9,3262.9,13.644,Gardu Induk Nonohonis,0.21705
374,TIMOR TENGAH SELATAN,BATU PUTIH,OEBOBO,rice,886,-9.975700283167884,124.1509206327019,True,2993.1,2993.1,23.565,Gardu Induk Nonohonis,0.24814
375,TIMOR TENGAH SELATAN,BATU PUTIH,OEHALA,rice,295,,,False,,3246.8,,,0.08262
376,TIMOR TENGAH SELATAN,BATU PUTIH,TUAKOLE,rice,346,-9.95698451763406,124.1962053698176,True,3376.9,3376.9,18.846,Gardu Induk Nonohonis,0.0969
377,TIMOR TENGAH SELATAN,BATU PUTIH,TUPPAN,rice,391,,,False,,3246.8,,,0.10951
378,TIMOR TENGAH SELATAN,BOKING,BAUS,rice,576,-9.783702027418364,124.776167786042,True,3523.4,3523.4,42.32,Gardu Induk Kefamenanu,0.16132
379,TIMOR TENGAH SELATAN,BOKING,BOKING,rice,556,-9.849011608274386,124.7448182971469,True,2184.4,2184.4,45.345,Gardu Induk Kefamenanu,0.15572
380,TIMOR TENGAH SELATAN,BOKING,FATU MANUFUI,rice,406,-9.80808485848208,124.7712133093098,True,2812.3,2812.3,43.821,Gardu Induk Kefamenanu,0.11371
381,TIMOR TENGAH SELATAN,BOKING,LEONMENI,rice,180,-9.815564875113656,124.7058774372181,True,2474.3,2474.3,39.713,Gardu Induk Kefamenanu,0.05041
382,TIMOR TENGAH SELATAN,BOKING,MEUSIN,rice,510,-9.819039243514446,124.7473646900083,True,3008.6,3008.6,42.916,Gardu Induk Kefamenanu,0.14283
383,TIMOR TENGAH SELATAN,BOKING,NANO,rice,307,-9.843590651642886,124.7141953842238,True,2360.2,2360.2,42.824,Gardu Induk Kefamenanu,0.08598
384,TIMOR TENGAH SELATAN,BOKING,SABUN,rice,519,-9.827883052024614,124.6820998561507,True,2150.2,2150.2,39.369,Gardu Induk Kefamenanu,0.14535
385,TIMOR TENGAH SELATAN,FATUKOPA,BESNAM,rice,123,-9.63363431281408,124.6513986704564,True,3644.1,3644.1,20.917,Gardu Induk Kefamenanu,0.03445
386,TIMOR TENGAH SELATAN,FATUKOPA,ELO,rice,152,,,False,,3246.8,,,0.04257
387,TIMOR TENGAH SELATAN,FATUKOPA,FATUKOPA,rice,664,-9.669968182238955,124.6020516274097,True,4239.8,4239.8,19.624,Gardu Induk Kefamenanu,0.18596
388,TIMOR TENGAH SELATAN,FATUKOPA,KIKI,rice,214,-9.655691029727878,124.6246196631194,True,3980.2,3980.2,20.117,Gardu Induk Kefamenanu,0.05993
389,TIMOR TENGAH SELATAN,FATUKOPA,NIFULINAH,rice,139,-9.650188398338186,124.6346888141646,True,3878.1,3878.1,20.536,Gardu Induk Kefamenanu,0.03893
390,TIMOR TENGAH SELATAN,FATUKOPA,NUNFUTU,rice,209,-9.618334859245618,124.624486015522,True,4047.9,4047.9,17.465,Gardu Induk Kefamenanu,0.05853
391,TIMOR TENGAH SELATAN,FATUKOPA,TAEBONE,rice,301,-9.678509835351504,124.6337309689109,True,3719.9,3719.9,22.658,Gardu Induk Kefamenanu,0.0843
392,TIMOR TENGAH SELATAN,FATUMNASI,FATUMNASI,horticulture,548,-9.617001387913405,124.224818815062,True,614.1,614.1,23.67,Gardu Induk Nonohonis,0.15348
393,TIMOR TENGAH SELATAN,FATUMNASI,KUANOEL,horticulture,414,-9.656662014193012,124.1923511073678,True,680.6,680.6,21.027,Gardu Induk Nonohonis,0.11595
394,TIMOR TENGAH SELATAN,FATUMNASI,MUTIS,rice,165,-9.558802281041316,124.1850666182985,True,1277.3,1277.3,31.344,Gardu Induk Nonohonis,0.04621
395,TIMOR TENGAH SELATAN,FATUMNASI,NENAS,horticulture,342,-9.586302815401282,124.1751001977407,True,1348.4,1348.4,28.943,Gardu Induk Nonohonis,0.09578
396,TIMOR TENGAH SELATAN,FATUMNASI,NUAPIN,rice,496,-9.514620343659272,124.1754636924352,True,1370.2,1370.2,35.491,Gardu Induk Kefamenanu,0.13891
397,TIMOR TENGAH SELATAN,FAUTMOLO,BESLEU,rice,212,,,False,,3246.8,,,0.05937
398,TIMOR TENGAH SELATAN,FAUTMOLO,BILEON,rice,281,-9.787490750748187,124.5384983621947,True,2722.4,2722.4,28.053,Gardu Induk Nonohonis,0.0787
399,TIMOR TENGAH SELATAN,FAUTMOLO,KAENENO,rice,366,-9.775768519933688,124.597133954006,True,2685.5,2685.5,29.75,Gardu Induk Kefamenanu,0.1025
400,TIMOR TENGAH SELATAN,FAUTMOLO,NUNUHAKNITI,rice,320,,,False,,3246.8,,,0.08962
401,TIMOR TENGAH SELATAN,FAUTMOLO,OELEON,rice,346,-9.795581037121122,124.5716427273273,True,2524.9,2524.9,30.913,Gardu Induk Kefamenanu,0.0969
402,TIMOR TENGAH SELATAN,FAUTMOLO,SILLU,rice,221,-9.778567497385584,124.5543590962945,True,2799.4,2799.4,28.558,Gardu Induk Kefamenanu,0.06189
403,TIMOR TENGAH SELATAN,FAUTMOLO,TUNIS,rice,419,-9.765206162003414,124.6125567928331,True,2769.1,2769.1,29.385,Gardu Induk Kefamenanu,0.11735
404,TIMOR TENGAH SELATAN,KIE,BELLE,rice,706,-9.908761516680777,124.5766791465726,True,1885.1,1885.1,33.735,Gardu Induk Nonohonis,0.19773
405,TIMOR TENGAH SELATAN,KIE,BOTI,rice,651,-9.906990315903348,124.5333489315666,True,2118.1,2118.1,29.112,Gardu Induk Nonohonis,0.18232
406,TIMOR TENGAH SELATAN,KIE,ENONAPI,rice,402,,,False,,3246.8,,,0.11259
407,TIMOR TENGAH SELATAN,KIE,FALLAS,rice,662,,,False,,3246.8,,,0.1854
408,TIMOR TENGAH SELATAN,KIE,FATU ULAN,rice,531,,,False,,3246.8,,,0.14871
409,TIMOR TENGAH SELATAN,KIE,FATUKUSI,rice,192,-9.767084216738946,124.501035833271,True,3132.0,3132.0,24.346,Gardu Induk Nonohonis,0.05377
410,TIMOR TENGAH SELATAN,KIE,NAILEU,rice,247,,,False,,3246.8,,,0.06918
411,TIMOR TENGAH SELATAN,KIE,NAPI,rice,515,-9.839417699154492,124.5398677047139,True,2758.5,2758.5,28.12,Gardu Induk Nonohonis,0.14423
412,TIMOR TENGAH SELATAN,KIE,NEKMESE,rice,477,-9.88776366374342,124.560171379632,True,2267.4,2267.4,31.304,Gardu Induk Nonohonis,0.13359
413,TIMOR TENGAH SELATAN,KIE,OENAI,rice,622,-9.856596981177876,124.5141151740367,True,2616.0,2616.0,25.534,Gardu Induk Nonohonis,0.1742
414,TIMOR TENGAH SELATAN,KIE,OINLASI,rice,558,-9.847479029562162,124.3081559845991,True,4012.1,4012.1,4.09,Gardu Induk Nonohonis,0.15628
415,TIMOR TENGAH SELATAN,KIE,PILI,rice,469,,,False,,3246.8,,,0.13135
416,TIMOR TENGAH SELATAN,KIE,TESI AYOFANU,rice,632,,,False,,3246.8,,,0.177
417,TIMOR TENGAH SELATAN,KOKBAUN,BENAHE,rice,112,,,False,,3246.8,,,0.03137
418,TIMOR TENGAH SELATAN,KOKBAUN,KOL OTO,rice,184,,,False,,3246.8,,,0.05153
419,TIMOR TENGAH SELATAN,KOKBAUN,LOTAS,rice,204,-9.607718160755573,124.7656537463396,True,3595.0,3595.0,31.427,Gardu Induk Kefamenanu,0.05713
420,TIMOR TENGAH SELATAN,KOKBAUN,NITI,rice,267,-9.65675700473329,124.7375108000407,True,3216.4,3216.4,30.531,Gardu Induk Kefamenanu,0.07478
421,TIMOR TENGAH SELATAN,KOKBAUN,OBAKI,rice,121,-9.621730069148798,124.7866597930133,True,3708.8,3708.8,34.117,Gardu Induk Kefamenanu,0.03389
422,TIMOR TENGAH SELATAN,KOKBAUN,SABNALA,rice,387,-9.63687336420188,124.741979453039,True,3316.0,3316.0,30.026,Gardu Induk Kefamenanu,0.10839
423,TIMOR TENGAH SELATAN,KOLBANO,BABUIN,rice,634,-9.941547154731497,124.5227683409692,True,2138.4,2138.4,29.653,Gardu Induk Nonohonis,0.17756
424,TIMOR TENGAH SELATAN,KOLBANO,HAUNOBENAK,rice,336,-9.946844917131807,124.5453684498337,True,1765.2,1765.2,32.159,Gardu Induk Nonohonis,0.0941
425,TIMOR TENGAH SELATAN,KOLBANO,KOLBANO,rice,585,-10.03770346867106,124.5192704183541,True,1681.2,1681.2,35.821,Gardu Induk Nonohonis,0.16384
426,TIMOR TENGAH SELATAN,KOLBANO,NOESIU,rice,162,-10.05503638658993,124.511663175576,True,2054.1,2054.1,36.631,Gardu Induk Nonohonis,0.04537
427,TIMOR TENGAH SELATAN,KOLBANO,NUNUNAMAT,rice,677,-9.994582492343843,124.5374909279346,True,1512.4,1512.4,34.237,Gardu Induk Nonohonis,0.1896
428,TIMOR TENGAH SELATAN,KOLBANO,OELEU,rice,704,-9.971015126356995,124.5375544781905,True,1689.5,1689.5,32.753,Gardu Induk Nonohonis,0.19717
429,TIMOR TENGAH SELATAN,KOLBANO,OETUKE,rice,404,-9.992363411306734,124.566651218103,True,1113.0,1113.0,36.78,Gardu Induk Nonohonis,0.11315
430,TIMOR TENGAH SELATAN,KOLBANO,OFU,rice,512,-9.966503881157076,124.4943996274616,True,2450.7,2450.7,28.491,Gardu Induk Nonohonis,0.14339
431,TIMOR TENGAH SELATAN,KOLBANO,PANA,rice,434,-9.9889569744331,124.490381813626,True,2008.8,2008.8,29.725,Gardu Induk Nonohonis,0.12155
432,TIMOR TENGAH SELATAN,KOLBANO,PENE SELATAN,rice,437,-10.02261802585816,124.5051070142679,True,1933.0,1933.0,33.502,Gardu Induk Nonohonis,0.12239
433,TIMOR TENGAH SELATAN,KOLBANO,SEI,rice,559,,,False,,3246.8,,,0.15656
434,TIMOR TENGAH SELATAN,KOLBANO,SPAHA,rice,272,-10.01359033692227,124.5323620169833,True,1437.9,1437.9,35.095,Gardu Induk Nonohonis,0.07618
435,TIMOR TENGAH SELATAN,KOT'OLIN,BINENOK,rice,282,-9.93575573492117,124.6125030462985,True,1493.7,1493.7,38.504,Gardu Induk Nonohonis,0.07898
436,TIMOR TENGAH SELATAN,KOT'OLIN,FATUAT,rice,374,-9.933024188413508,124.6315383236437,True,1266.1,1266.1,40.396,Gardu Induk Nonohonis,0.10474
437,TIMOR TENGAH SELATAN,KOT'OLIN,HOIBETI,rice,662,-9.97669298589292,124.5861126292075,True,1149.3,1149.3,37.745,Gardu Induk Nonohonis,0.1854
438,TIMOR TENGAH SELATAN,KOT'OLIN,KOT OLIN,rice,667,,,False,,3246.8,,,0.1868
439,TIMOR TENGAH SELATAN,KOT'OLIN,NUALUNAT,rice,312,-9.949455057532504,124.6398064055925,True,955.7,955.7,41.895,Gardu Induk Nonohonis,0.08738
440,TIMOR TENGAH SELATAN,KOT'OLIN,NUNBENA,rice,280,-9.932720018996946,124.58100930482,True,1544.2,1544.2,35.11,Gardu Induk Nonohonis,0.07842
441,TIMOR TENGAH SELATAN,KOT'OLIN,O OBIBI,rice,360,,,False,,3246.8,,,0.10082
442,TIMOR TENGAH SELATAN,KOT'OLIN,PANITE,rice,227,,,False,,3246.8,,,0.06357
443,TIMOR TENGAH SELATAN,KOTA SOE,CENDANA,horticulture,731,-9.87649242798037,124.2661797497054,True,4062.2,4062.2,7.155,Gardu Induk Nonohonis,0.20473
444,TIMOR TENGAH SELATAN,KOTA SOE,KAMPUNG BARU,trade,317,-9.85914261476764,124.2784529232442,True,4173.2,4173.2,4.882,Gardu Induk Nonohonis,0.08878
445,TIMOR TENGAH SELATAN,KOTA SOE,KARANG SIRI,government,971,,,False,,3246.8,,,0.27194
446,TIMOR TENGAH SELATAN,KOTA SOE,KOBEKAMUSA,horticulture,438,-9.86793005395802,124.3131387075262,True,3831.7,3831.7,6.382,Gardu Induk Nonohonis,0.12267
447,TIMOR TENGAH SELATAN,KOTA SOE,KOTA BARU,trade,441,-9.855813606630472,124.2836548182585,True,4143.4,4143.4,4.412,Gardu Induk Nonohonis,0.12351
448,TIMOR TENGAH SELATAN,KOTA SOE,KUATAE,horticulture,356,-9.87915636619944,124.2753931267269,True,4040.6,4040.6,7.165,Gardu Induk Nonohonis,0.0997
449,TIMOR TENGAH SELATAN,KOTA SOE,NOEMETO,rice,456,-9.87842357092884,124.2841041140376,True,4034.9,4034.9,6.952,Gardu Induk Nonohonis,0.12771
450,TIMOR TENGAH SELATAN,KOTA SOE,NONOHONIS,horticulture,863,-9.844866751323098,124.2840757990237,True,4087.4,4087.4,3.18,Gardu Induk Nonohonis,0.2417
451,TIMOR TENGAH SELATAN,KOTA SOE,NUNUMEU,government,2477,-9.863414675055733,124.2991537954594,True,4048.5,4048.5,5.379,Gardu Induk Nonohonis,0.69372
452,TIMOR TENGAH SELATAN,KOTA SOE,OEBESA,trade,782,-9.874290236434186,124.29393561291,True,4050.0,4050.0,6.5,Gardu Induk Nonohonis,0.21901
453,TIMOR TENGAH SELATAN,KOTA SOE,OEKEFAN,trade,782,,,False,,3246.8,,,0.21901
454,TIMOR TENGAH SELATAN,KOTA SOE,SO E,trade,918,,,False,,3246.8,,,0.2571
455,TIMOR TENGAH SELATAN,KOTA SOE,TAUBNENO,trade,586,-9.861316562538423,124.285572485754,True,4116.1,4116.1,5.013,Gardu Induk Nonohonis,0.16412
456,TIMOR TENGAH SELATAN,KUALIN,KIUFATU,rice,781,-10.11855401227028,124.3935029511854,True,4112.2,4112.2,36.037,Gardu Induk Nonohonis,0.21873
457,TIMOR TENGAH SELATAN,KUALIN,KUALIN,rice,634,-10.09818035075387,124.4388102688299,True,3336.7,3336.7,35.924,Gardu Induk Nonohonis,0.17756
458,TIMOR TENGAH SELATAN,KUALIN,NUNUSUNU,rice,1008,-10.07630783102569,124.3812587346811,True,2373.1,2373.1,31.077,Gardu Induk Nonohonis,0.28231
459,TIMOR TENGAH SELATAN,KUALIN,OEMAMAN,rice,314,-10.05555285131786,124.461156796449,True,2233.2,2233.2,33.121,Gardu Induk Nonohonis,0.08794
460,TIMOR TENGAH SELATAN,KUALIN,ONI,rice,556,-10.09676574682222,124.4640342007105,True,3127.6,3127.6,37.18,Gardu Induk Nonohonis,0.15572
461,TIMOR TENGAH SELATAN,KUALIN,TOINEKE,rice,863,-10.13128937623475,124.3497530394462,True,4344.7,4344.7,36.173,Gardu Induk Nonohonis,0.2417
462,TIMOR TENGAH SELATAN,KUALIN,TUAFANU,rice,866,-10.1405938350464,124.4070539044276,True,3625.3,3625.3,38.889,Gardu Induk Nonohonis,0.24254
463,TIMOR TENGAH SELATAN,KUALIN,TUAPAKAS,rice,679,-10.07764467856318,124.4942707983433,True,2602.7,2602.7,37.328,Gardu Induk Nonohonis,0.19016
464,TIMOR TENGAH SELATAN,KUAN FATU,BASMUTI,rice,951,-10.00580639911926,124.4111605329297,True,1920.3,1920.3,25.342,Gardu Induk Nonohonis,0.26634
465,TIMOR TENGAH SELATAN,KUAN FATU,KAKAN,rice,496,-9.998920051830185,124.4595563605224,True,1963.5,1963.5,28.036,Gardu Induk Nonohonis,0.13891
466,TIMOR TENGAH SELATAN,KUAN FATU,KELLE,rice,1558,-10.0455862216625,124.3990491765532,True,1225.4,1225.4,28.622,Gardu Induk Nonohonis,0.43634
467,TIMOR TENGAH SELATAN,KUAN FATU,KELLE TUNAN,rice,168,-10.05138172834368,124.4346760650666,True,1611.5,1611.5,31.097,Gardu Induk Nonohonis,0.04705
468,TIMOR TENGAH SELATAN,KUAN FATU,KUANFATU,rice,788,-10.02918233031962,124.4384972347006,True,1417.8,1417.8,29.231,Gardu Induk Nonohonis,0.22069
469,TIMOR TENGAH SELATAN,KUAN FATU,KUSI,rice,428,-10.04112573331887,124.4804377476772,True,2339.1,2339.1,33.15,Gardu Induk Nonohonis,0.11987
470,TIMOR TENGAH SELATAN,KUAN FATU,KUSI UTARA,rice,271,-10.0215662373576,124.4715325044018,True,1814.7,1814.7,30.829,Gardu Induk Nonohonis,0.0759
471,TIMOR TENGAH SELATAN,KUAN FATU,LASI,rice,565,-9.972094041162514,124.4602991589758,True,2374.7,2374.7,25.956,Gardu Induk Nonohonis,0.15824
472,TIMOR TENGAH SELATAN,KUAN FATU,NOEBEBA,rice,205,-9.955484869505536,124.4200950209929,True,2636.7,2636.7,21.449,Gardu Induk Nonohonis,0.05741
473,TIMOR TENGAH SELATAN,KUAN FATU,OEBO,rice,136,-9.998715369499706,124.4519960697269,True,1978.5,1978.5,27.453,Gardu Induk Nonohonis,0.03809
474,TIMOR TENGAH SELATAN,KUAN FATU,OEHAN,rice,196,-9.976755984333002,124.424803855237,True,2265.2,2265.2,23.595,Gardu Induk Nonohonis,0.05489
475,TIMOR TENGAH SELATAN,KUAN FATU,OLAIS,rice,363,-9.940679393040972,124.4438227038307,True,2646.6,2646.6,22.249,Gardu Induk Nonohonis,0.10166
476,TIMOR TENGAH SELATAN,KUAN FATU,TAUPI,rice,184,-10.00106237463019,124.4752553126441,True,2002.2,2002.2,29.423,Gardu Induk Nonohonis,0.05153
477,TIMOR TENGAH SELATAN,KUATNANA,ENONEONTES,rice,399,-9.842727705243188,124.3410897719697,True,3526.9,3526.9,6.556,Gardu Induk Nonohonis,0.11175
478,TIMOR TENGAH SELATAN,KUATNANA,LAKAT,rice,591,-9.880952583455636,124.4078587414935,True,2531.8,2531.8,15.144,Gardu Induk Nonohonis,0.16552
479,TIMOR TENGAH SELATAN,KUATNANA,NAUKAE,rice,577,-9.796243918702793,124.4029936789643,True,3601.5,3601.5,12.983,Gardu Induk Nonohonis,0.1616
480,TIMOR TENGAH SELATAN,KUATNANA,OE UE,rice,264,,,False,,3246.8,,,0.07394
481,TIMOR TENGAH SELATAN,KUATNANA,OOF,rice,558,,,False,,3246.8,,,0.15628
482,TIMOR TENGAH SELATAN,KUATNANA,SUPUL,rice,535,-9.862140511767942,124.4389652200981,True,2806.0,2806.0,17.531,Gardu Induk Nonohonis,0.14984
483,TIMOR TENGAH SELATAN,KUATNANA,TETAF,rice,1152,-9.830777876905888,124.4192597020096,True,3222.6,3222.6,14.662,Gardu Induk Nonohonis,0.32264
484,TIMOR TENGAH SELATAN,KUATNANA,TUBMONAS,rice,384,-9.90570946867099,124.4340968121239,True,2808.5,2808.5,19.075,Gardu Induk Nonohonis,0.10755
485,TIMOR TENGAH SELATAN,MOLLO BARAT,BESANA,rice,452,-9.781016737961526,124.1279990014909,True,2368.3,2368.3,18.301,Gardu Induk Nonohonis,0.12659
