Village,kabupaten,kecamatan,desa,archetype,households,lat,lon,sited,solar_MW,solar_cap_MW,hubdist_km,hub_name,peak_mw
636,TIMOR TENGAH UTARA,BIKOMI NILULAT,TUBU,rice,160,-9.500764421030356,124.3093055724587,True,1454.4,1454.4,20.848,Gardu Induk Kefamenanu,0.04481
637,TIMOR TENGAH UTARA,BIKOMI SELATAN,KIUSILI,rice,268,-9.480112221012948,124.4428731070746,True,4345.6,4345.6,8.214,Gardu Induk Kefamenanu,0.07506
638,TIMOR TENGAH UTARA,BIKOMI SELATAN,MAURISU,rice,109,-9.562376573501444,124.6203184764886,True,3809.2,3809.2,14.48,Gardu Induk Kefamenanu,0.03053
639,TIMOR TENGAH UTARA,BIKOMI SELATAN,MAURISU SELATAN,rice,188,-9.565712892923331,124.6838396606005,True,3197.9,3197.9,21.484,Gardu Induk Kefamenanu,0.05265
640,TIMOR TENGAH UTARA,BIKOMI SELATAN,MAURISU TENGAH,rice,115,-9.56979404603055,124.6692840596787,True,3249.6,3249.6,19.981,Gardu Induk Kefamenanu,0.03221
641,TIMOR TENGAH UTARA,BIKOMI SELATAN,MAURISU UTARA,rice,135,-9.540555677631223,124.6181865334918,True,3999.1,3999.1,13.88,Gardu Induk Kefamenanu,0.03781
642,TIMOR TENGAH UTARA,BIKOMI SELATAN,NAIOLA,rice,492,-9.536954026508532,124.5001650031466,True,4394.5,4394.5,0.853,Gardu Induk Kefamenanu,0.13779
643,TIMOR TENGAH UTARA,BIKOMI SELATAN,NAIOLA TIMUR,rice,235,-9.539855557425454,124.5438353138968,True,4252.3,4252.3,5.632,Gardu Induk Kefamenanu,0.06582
644,TIMOR TENGAH UTARA,BIKOMI SELATAN,OELAMI,rice,515,-9.484113462963403,124.4636230174683,True,4399.7,4399.7,6.44,Gardu Induk Kefamenanu,0.14423
645,TIMOR TENGAH UTARA,BIKOMI SELATAN,OETALUS,rice,195,-9.499031830091663,124.4571983463552,True,4414.4,4414.4,5.577,Gardu Induk Kefamenanu,0.05461
646,TIMOR TENGAH UTARA,BIKOMI SELATAN,TUBLOPO,rice,405,-9.523256430022036,124.5691827294183,True,4422.5,4422.5,8.467,Gardu Induk Kefamenanu,0.11343
647,TIMOR TENGAH UTARA,BIKOMI TENGAH,BUK,rice,233,-9.418641722988571,124.4026290467734,True,3782.0,3782.0,16.399,Gardu Induk Kefamenanu,0.06526
648,TIMOR TENGAH UTARA,BIKOMI TENGAH,KUANEK,rice,167,,,False,,3246.8,,,0.04677
649,TIMOR TENGAH UTARA,BIKOMI TENGAH,NIMASI,rice,231,-9.447999730187547,124.4244537866741,True,4304.9,4304.9,12.294,Gardu Induk Kefamenanu,0.0647
650,TIMOR TENGAH UTARA,BIKOMI TENGAH,OELBONAK,rice,172,-9.423089668943916,124.4201308625464,True,4138.0,4138.0,14.85,Gardu Induk Kefamenanu,0.04817
651,TIMOR TENGAH UTARA,BIKOMI TENGAH,OENENU,rice,276,-9.432227835249508,124.4546697826278,True,4060.4,4060.4,12.158,Gardu Induk Kefamenanu,0.0773
652,TIMOR TENGAH UTARA,BIKOMI TENGAH,OENENU SELATAN,rice,275,-9.44310225118947,124.4454143472212,True,4251.8,4251.8,11.466,Gardu Induk Kefamenanu,0.07702
653,TIMOR TENGAH UTARA,BIKOMI TENGAH,OENENU UTARA,rice,323,-9.426904798924529,124.4364257236736,True,4158.9,4158.9,13.55,Gardu Induk Kefamenanu,0.09046
654,TIMOR TENGAH UTARA,BIKOMI TENGAH,OENINO,rice,315,-9.467375150716151,124.4295602938562,True,4239.2,4239.2,10.277,Gardu Induk Kefamenanu,0.08822
655,TIMOR TENGAH UTARA,BIKOMI TENGAH,SONO,rice,192,-9.399436098336947,124.390261787013,True,2826.9,2826.9,18.955,Gardu Induk Kefamenanu,0.05377
656,TIMOR TENGAH UTARA,BIKOMI UTARA,BAAS,rice,105,-9.410249160849665,124.4212529148227,True,3950.3,3950.3,16.015,Gardu Induk Kefamenanu,0.02941
657,TIMOR TENGAH UTARA,BIKOMI UTARA,BANAIN,rice,199,,,False,,3246.8,,,0.05573
658,TIMOR TENGAH UTARA,BIKOMI UTARA,BANAIN B,rice,123,-9.351547829848922,124.4136549484026,True,1795.5,1795.5,22.315,Gardu Induk Kefamenanu,0.03445
659,TIMOR TENGAH UTARA,BIKOMI UTARA,BANAIN C,rice,157,-9.346915928841478,124.4327479787061,True,1814.6,1814.6,22.05,Gardu Induk Kefamenanu,0.04397
660,TIMOR TENGAH UTARA,BIKOMI UTARA,FAENNAKE,rice,260,,,False,,3246.8,,,0.07282
661,TIMOR TENGAH UTARA,BIKOMI UTARA,HAUMENI,rice,194,-9.398651563463908,124.4137684627966,True,3679.2,3679.2,17.565,Gardu Induk Kefamenanu,0.05433
662,TIMOR TENGAH UTARA,BIKOMI UTARA,NAPAN,rice,301,-9.364883425371351,124.3940062356602,True,1825.6,1825.6,21.965,Gardu Induk Kefamenanu,0.0843
663,TIMOR TENGAH UTARA,BIKOMI UTARA,SAINONI,rice,185,-9.38310948433367,124.412653312059,True,3202.4,3202.4,19.156,Gardu Induk Kefamenanu,0.05181
664,TIMOR TENGAH UTARA,BIKOMI UTARA,TES,rice,176,-9.381428089790322,124.3953279688313,True,2475.4,2475.4,20.296,Gardu Induk Kefamenanu,0.04929
665,TIMOR TENGAH UTARA,INSANA,AINIUT,rice,320,-9.471126238086354,124.7030735724205,True,3611.0,3611.0,24.32,Gardu Induk Kefamenanu,0.08962
666,TIMOR TENGAH UTARA,INSANA,BITAUNI,rice,349,-9.458192472121556,124.6658394051294,True,4382.2,4382.2,20.927,Gardu Induk Kefamenanu,0.09774
667,TIMOR TENGAH UTARA,INSANA,BOTOF,rice,201,-9.436012842290872,124.6728275198871,True,4069.1,4069.1,22.733,Gardu Induk Kefamenanu,0.05629
668,TIMOR TENGAH UTARA,INSANA,FATOIN,rice,443,-9.448236914794563,124.7003015277074,True,3496.7,3496.7,24.896,Gardu Induk Kefamenanu,0.12407
669,TIMOR TENGAH UTARA,INSANA,FATUANA,rice,218,,,False,,3246.8,,,0.06105
670,TIMOR TENGAH UTARA,INSANA,KEUN,rice,294,-9.397611999172836,124.6589779559906,True,3936.9,3936.9,23.899,Gardu Induk Kefamenanu,0.08234
671,TIMOR TENGAH UTARA,INSANA,LOERAM,rice,316,-9.470982815176004,124.7459894378804,True,2749.3,2749.3,28.934,Gardu Induk Kefamenanu,0.0885
672,TIMOR TENGAH UTARA,INSANA,MANUNAIN A,rice,433,-9.42651866687359,124.6930927921612,True,3570.8,3570.8,25.226,Gardu Induk Kefamenanu,0.12127
673,TIMOR TENGAH UTARA,INSANA,MANUNAIN B,rice,283,-9.42699721641094,124.6674325917306,True,4157.6,4157.6,22.726,Gardu Induk Kefamenanu,0.07926
674,TIMOR TENGAH UTARA,INSANA,NANSEAN,rice,237,-9.526961004445315,124.6578119702133,True,4018.4,4018.4,18.276,Gardu Induk Kefamenanu,0.06638
675,TIMOR TENGAH UTARA,INSANA,NANSEAN TIMUR,rice,134,-9.534498636820436,124.6826109639169,True,3725.2,3725.2,21.025,Gardu Induk Kefamenanu,0.03753
676,TIMOR TENGAH UTARA,INSANA,NUNMAFO,rice,552,-9.427531678126078,124.7171317104791,True,2833.8,2833.8,27.56,Gardu Induk Kefamenanu,0.1546
677,TIMOR TENGAH UTARA,INSANA,OINBIT,rice,639,,,False,,3246.8,,,0.17896
678,TIMOR TENGAH UTARA,INSANA,SEKON,rice,272,-9.473699952093812,124.6264818569262,True,4389.7,4389.7,16.213,Gardu Induk Kefamenanu,0.07618
679,TIMOR TENGAH UTARA,INSANA,SUSULAKU,rice,281,-9.501675209101624,124.6835289186569,True,4035.3,4035.3,21.417,Gardu Induk Kefamenanu,0.0787
680,TIMOR TENGAH UTARA,INSANA,SUSULAKU B,rice,192,-9.535711435598042,124.7263712328115,True,3563.1,3563.1,25.898,Gardu Induk Kefamenanu,0.05377
681,TIMOR TENGAH UTARA,INSANA,TAPENPAH,rice,309,-9.455262280476305,124.6396115830936,True,4440.2,4440.2,18.447,Gardu Induk Kefamenanu,0.08654
682,TIMOR TENGAH UTARA,INSANA BARAT,BANAE,rice,473,,,False,,3246.8,,,0.13247
683,TIMOR TENGAH UTARA,INSANA BARAT,DESA ADMEN,rice,287,,,False,,3246.8,,,0.08038
684,TIMOR TENGAH UTARA,INSANA BARAT,LAPEOM,rice,236,-9.49333727228955,124.543710393855,True,4297.2,4297.2,7.127,Gardu Induk Kefamenanu,0.0661
685,TIMOR TENGAH UTARA,INSANA BARAT,LETNEO,rice,306,-9.465458051436656,124.6042053526275,True,4148.8,4148.8,14.457,Gardu Induk Kefamenanu,0.0857
686,TIMOR TENGAH UTARA,INSANA BARAT,LETNEO SELATAN,rice,180,-9.512147408937173,124.6208337134522,True,4353.2,4353.2,14.338,Gardu Induk Kefamenanu,0.05041
687,TIMOR TENGAH UTARA,INSANA BARAT,NIFUNENAS,rice,186,-9.482455828150645,124.5557275636498,True,4166.6,4166.6,8.94,Gardu Induk Kefamenanu,0.05209
688,TIMOR TENGAH UTARA,INSANA BARAT,OABIKASE,rice,103,-9.500436876200556,124.5583284571463,True,4293.7,4293.7,8.065,Gardu Induk Kefamenanu,0.02885
689,TIMOR TENGAH UTARA,INSANA BARAT,SUBUN,rice,190,-9.457651922556469,124.5453940998185,True,3732.7,3732.7,10.248,Gardu Induk Kefamenanu,0.05321
690,TIMOR TENGAH UTARA,INSANA BARAT,SUBUN BESTOBE,rice,142,-9.452004126567449,124.5553765680462,True,3719.9,3719.9,11.413,Gardu Induk Kefamenanu,0.03977
691,TIMOR TENGAH UTARA,INSANA BARAT,SUBUN TUALELE,rice,180,-9.477446182700197,124.5384413599886,True,4126.8,4126.8,7.988,Gardu Induk Kefamenanu,0.05041
692,TIMOR TENGAH UTARA,INSANA BARAT,UNINI,rice,379,,,False,,3246.8,,,0.10614
693,TIMOR TENGAH UTARA,INSANA BARAT,USAPINONOT,rice,206,-9.491272165406132,124.5656722168342,True,4187.7,4187.7,9.279,Gardu Induk Kefamenanu,0.05769
694,TIMOR TENGAH UTARA,INSANA FAFINESU,BANUAN,rice,168,,,False,,3246.8,,,0.04705
695,TIMOR TENGAH UTARA,INSANA FAFINESU,FAFINESU,rice,201,-9.381578967073963,124.5732510788281,True,3121.0,3121.0,19.226,Gardu Induk Kefamenanu,0.05629
696,TIMOR TENGAH UTARA,INSANA FAFINESU,FAFINESU A,rice,443,-9.398107801919592,124.5985553282011,True,3759.2,3759.2,19.164,Gardu Induk Kefamenanu,0.12407
697,TIMOR TENGAH UTARA,INSANA FAFINESU,FAFINESU B,rice,316,-9.368112550376232,124.5484613605139,True,2691.2,2691.2,19.56,Gardu Induk Kefamenanu,0.0885
698,TIMOR TENGAH UTARA,INSANA FAFINESU,FAFINESU C,rice,319,-9.359927368180315,124.5850439648639,True,3154.7,3154.7,21.999,Gardu Induk Kefamenanu,0.08934
699,TIMOR TENGAH UTARA,INSANA FAFINESU,OENAIN,rice,134,-9.342344933458122,124.5398980014864,True,2829.3,2829.3,22.1,Gardu Induk Kefamenanu,0.03753
700,TIMOR TENGAH UTARA,INSANA TENGAH,LANAUS,rice,498,-9.408404265561453,124.6288969451724,True,4077.5,4077.5,20.579,Gardu Induk Kefamenanu,0.13947
701,TIMOR TENGAH UTARA,INSANA TENGAH,LETMAFO,rice,548,-9.430868570977117,124.6093381054003,True,4046.7,4046.7,17.262,Gardu Induk Kefamenanu,0.15348
702,TIMOR TENGAH UTARA,INSANA TENGAH,LETMAFO TIMUR,rice,275,-9.430592401189,124.6293793557428,True,4254.8,4254.8,19.002,Gardu Induk Kefamenanu,0.07702
703,TIMOR TENGAH UTARA,INSANA TENGAH,MAUBESI,rice,862,-9.409866081100368,124.5670007895355,True,3303.4,3303.4,16.095,Gardu Induk Kefamenanu,0.24142
704,TIMOR TENGAH UTARA,INSANA TENGAH,OEHALO,rice,115,-9.3703734201779,124.6031647642798,True,3470.2,3470.2,22.01,Gardu Induk Kefamenanu,0.03221
705,TIMOR TENGAH UTARA,INSANA TENGAH,SONE,rice,199,-9.333773885893525,124.621303081691,True,3587.0,3587.0,26.573,Gardu Induk Kefamenanu,0.05573
706,TIMOR TENGAH UTARA,INSANA TENGAH,TAINSALA,rice,559,-9.243576747510684,124.6004131226989,True,4028.6,4028.6,34.387,Gardu Induk Atambua,0.15656
707,TIMOR TENGAH UTARA,INSANA UTARA,FATUMTASA,rice,293,-9.277293305265516,124.5456761291403,True,2910.2,2910.2,29.406,Gardu Induk Kefamenanu,0.08206
708,TIMOR TENGAH UTARA,INSANA UTARA,HUMUSU A,rice,320,,,False,,3246.8,,,0.08962
709,TIMOR TENGAH UTARA,INSANA UTARA,HUMUSU B,rice,546,,,False,,3246.8,,,0.15292
710,TIMOR TENGAH UTARA,INSANA UTARA,HUMUSU WINI,rice,1101,,,False,,3246.8,,,0.30835
711,TIMOR TENGAH UTARA,INSANA UTARA,OESOKO,rice,368,-9.189980611089736,124.5700851185448,True,2540.2,2540.2,34.494,Gardu Induk Atapupu,0.10306
712,TIMOR TENGAH UTARA,KOTA KEFAMENANU,APLASI,government,662,-9.435613573486927,124.4914628044842,True,3273.1,3273.1,10.974,Gardu Induk Kefamenanu,0.1854
713,TIMOR TENGAH UTARA,KOTA KEFAMENANU,BANSONE,government,782,-9.449027936544516,124.4617106074184,True,4145.8,4145.8,10.107,Gardu Induk Kefamenanu,0.21901
714,TIMOR TENGAH UTARA,KOTA KEFAMENANU,BENPASI,horticulture,1211,-9.4615172426852,124.4728085893852,True,4168.5,4168.5,8.378,Gardu Induk Kefamenanu,0.33916
715,TIMOR TENGAH UTARA,KOTA KEFAMENANU,KEFAMENANU SELATAN,trade,1759,-9.464092130676306,124.4843451436987,True,4078.5,4078.5,7.827,Gardu Induk Kefamenanu,0.49264
716,TIMOR TENGAH UTARA,KOTA KEFAMENANU,KEFAMENANU TENGAH,trade,1391,-9.446428215241236,124.4820751889329,True,3715.3,3715.3,9.837,Gardu Induk Kefamenanu,0.38957
717,TIMOR TENGAH UTARA,KOTA KEFAMENANU,KEFAMENANU UTARA,rice,745,-9.433771995117771,124.4717136458582,True,3650.7,3650.7,11.445,Gardu Induk Kefamenanu,0.20865
718,TIMOR TENGAH UTARA,KOTA KEFAMENANU,MAUBELI,government,1429,-9.48696322520408,124.4870160923602,True,4384.5,4384.5,5.23,Gardu Induk Kefamenanu,0.40021
719,TIMOR TENGAH UTARA,KOTA KEFAMENANU,SASI,rice,1869,-9.505562056077244,124.5044110057403,True,4513.6,4513.6,3.298,Gardu Induk Kefamenanu,0.52344
720,TIMOR TENGAH UTARA,KOTA KEFAMENANU,TUBUHUE,rice,1409,-9.462370382537022,124.5151371446027,True,3727.6,3727.6,8.3,Gardu Induk Kefamenanu,0.39461
721,TIMOR TENGAH UTARA,MIOMAFFO BARAT,EBAN,rice,631,-9.545393253120547,124.3188600869213,True,2550.5,2550.5,19.52,Gardu Induk Kefamenanu,0.17672
722,TIMOR TENGAH UTARA,MIOMAFFO BARAT,FATUNENO,rice,403,-9.530336155161796,124.276611133301,True,1661.1,1661.1,24.173,Gardu Induk Kefamenanu,0.11287
723,TIMOR TENGAH UTARA,MIOMAFFO BARAT,FATUNISUAN,rice,485,-9.579450390249502,124.3724930182839,True,3528.7,3528.7,14.488,Gardu Induk Kefamenanu,0.13583
724,TIMOR TENGAH UTARA,MIOMAFFO BARAT,FATUTASU,rice,310,-9.563807169465628,124.3622348169946,True,3121.0,3121.0,15.052,Gardu Induk Kefamenanu,0.08682
725,TIMOR TENGAH UTARA,MIOMAFFO BARAT,HAULASI,rice,285,-9.554321089632426,124.3844132032371,True,3135.4,3135.4,12.411,Gardu Induk Kefamenanu,0.07982
726,TIMOR TENGAH UTARA,MIOMAFFO BARAT,LEMON,rice,130,-9.570966670710469,124.3164282243323,True,3223.2,3223.2,20.203,Gardu Induk Kefamenanu,0.03641
727,TIMOR TENGAH UTARA,MIOMAFFO BARAT,MANUSASI,rice,237,-9.51059057508932,124.2882773867248,True,1502.8,1502.8,23.01,Gardu Induk Kefamenanu,0.06638
728,TIMOR TENGAH UTARA,MIOMAFFO BARAT,NOELTOKO,rice,189,,,False,,3246.8,,,0.05293
729,TIMOR TENGAH UTARA,MIOMAFFO BARAT,NOEPESU,rice,447,-9.551041277425856,124.274540282363,True,1872.2,1872.2,24.489,Gardu Induk Kefamenanu,0.12519
730,TIMOR TENGAH UTARA,MIOMAFFO BARAT,SAENAM,rice,203,-9.53212022118815,124.3010321182085,True,2168.1,2168.1,21.453,Gardu Induk Kefamenanu,0.05685
731,TIMOR TENGAH UTARA,MIOMAFFO BARAT,SALLU,rice,583,-9.547591570869082,124.3370825876286,True,2477.2,2477.2,17.519,Gardu Induk Kefamenanu,0.16328
732,TIMOR TENGAH UTARA,MIOMAFFO BARAT,SATAB,rice,88,,,False,,3246.8,,,0.02465
733,TIMOR TENGAH UTARA,MIOMAFFO BARAT,SUANAE,rice,257,-9.583652976230606,124.3268161664517,True,3505.9,3505.9,19.449,Gardu Induk Kefamenanu,0.07198
734,TIMOR TENGAH UTARA,MIOMAFFO TENGAH,AKOMI,rice,230,-9.55683490594048,124.4185484397352,True,3846.6,3846.6,8.799,Gardu Induk Kefamenanu,0.06442
735,TIMOR TENGAH UTARA,MIOMAFFO TENGAH,BIJAEPASU,rice,420,-9.53188469489777,124.4282945624265,True,3764.0,3764.0,7.287,Gardu Induk Kefamenanu,0.11763
736,TIMOR TENGAH UTARA,MIOMAFFO TENGAH,NIAN,rice,492,,,False,,3246.8,,,0.13779
737,TIMOR TENGAH UTARA,MIOMAFFO TENGAH,NOENASI,rice,179,,,False,,3246.8,,,0.05013
738,TIMOR TENGAH UTARA,MIOMAFFO TENGAH,TUABATAN,rice,181,-9.53010324471256,124.4026058809923,True,3047.8,3047.8,10.15,Gardu Induk Kefamenanu,0.05069
739,TIMOR TENGAH UTARA,MIOMAFFO TENGAH,TUABATAN BARAT,rice,180,-9.540415752131205,124.3947865023939,True,3049.7,3049.7,11.05,Gardu Induk Kefamenanu,0.05041
740,TIMOR TENGAH UTARA,MIOMAFFO TIMUR,AMOL,rice,344,-9.394301332696152,124.4585152127078,True,3395.6,3395.6,16.117,Gardu Induk Kefamenanu,0.09634
741,TIMOR TENGAH UTARA,MIOMAFFO TIMUR,BITEFA,rice,382,-9.36697470104315,124.4603971284692,True,2794.3,2794.3,19.08,Gardu Induk Kefamenanu,0.10699
742,TIMOR TENGAH UTARA,MIOMAFFO TIMUR,BOKON,rice,134,-9.351540790536417,124.4794995734195,True,2481.7,2481.7,20.518,Gardu Induk Kefamenanu,0.03753
743,TIMOR TENGAH UTARA,MIOMAFFO TIMUR,FATUSENE,rice,140,-9.386479245907678,124.4810688033563,True,2733.9,2733.9,16.575,Gardu Induk Kefamenanu,0.03921
744,TIMOR TENGAH UTARA,MIOMAFFO TIMUR,FEMNASI,rice,244,-9.4016349658072,124.5101276312765,True,2246.2,2246.2,14.917,Gardu Induk Kefamenanu,0.06834
745,TIMOR TENGAH UTARA,MIOMAFFO TIMUR,JAK,rice,187,-9.349708793184842,124.5140755263862,True,2408.5,2408.5,20.787,Gardu Induk Kefamenanu,0.05237
746,TIMOR TENGAH UTARA,MIOMAFFO TIMUR,KAENBAUN,rice,150,,,False,,3246.8,,,0.04201
747,TIMOR TENGAH UTARA,MIOMAFFO TIMUR,OESENA,rice,822,-9.417162095485216,124.466740665189,True,3568.7,3568.7,13.395,Gardu Induk Kefamenanu,0.23021
748,TIMOR TENGAH UTARA,MIOMAFFO TIMUR,TAEKAS,rice,382,-9.408688169735557,124.4885292467935,True,2728.6,2728.6,14.021,Gardu Induk Kefamenanu,0.10699
749,TIMOR TENGAH UTARA,MIOMAFFO TIMUR,TUNOE,rice,247,-9.350536093674084,124.5280443020943,True,2488.2,2488.2,20.922,Gardu Induk Kefamenanu,0.06918
750,TIMOR TENGAH UTARA,MIOMAFFO TIMUR,TUNTUN,rice,247,-9.36690770305138,124.5063596368377,True,2211.2,2211.2,18.776,Gardu Induk Kefamenanu,0.06918
751,TIMOR TENGAH UTARA,MUSI,AINAN,rice,118,-9.483832015600948,124.4238683077858,True,3897.5,3897.5,9.544,Gardu Induk Kefamenanu,0.03305
752,TIMOR TENGAH UTARA,MUSI,BATNES,rice,264,-9.509836111931325,124.335884777626,True,1927.0,1927.0,17.764,Gardu Induk Kefamenanu,0.07394
753,TIMOR TENGAH UTARA,MUSI,BISAFE,rice,99,-9.455887937749567,124.3913754706531,True,3750.7,3750.7,14.327,Gardu Induk Kefamenanu,0.02773
754,TIMOR TENGAH UTARA,MUSI,OELNEKE,rice,228,-9.48861286782568,124.4021312364453,True,3439.6,3439.6,11.354,Gardu Induk Kefamenanu,0.06386
755,TIMOR TENGAH UTARA,MUSI,OEOLO,rice,334,-9.475124952003698,124.3808475084066,True,3357.9,3357.9,14.155,Gardu Induk Kefamenanu,0.09354
756,TIMOR TENGAH UTARA,MUSI,OETULU,rice,336,-9.51015648818351,124.3719919777716,True,2255.9,2255.9,13.793,Gardu Induk Kefamenanu,0.0941
757,TIMOR TENGAH UTARA,MUTIS,NAEKAKE A,rice,462,-9.40859292823706,124.2084170836568,True,2654.5,2654.5,34.719,Gardu Induk Kefamenanu,0.12939
758,TIMOR TENGAH UTARA,MUTIS,NAEKAKE B,rice,240,-9.428201706279332,124.1839210917899,True,2147.4,2147.4,36.455,Gardu Induk Kefamenanu,0.06722
759,TIMOR TENGAH UTARA,MUTIS,NOELELO,rice,177,-9.446768716199148,124.1619547046586,True,1834.4,1834.4,38.191,Gardu Induk Kefamenanu,0.04957
760,TIMOR TENGAH UTARA,MUTIS,TASINIFU,rice,1039,-9.467290254491818,124.2471835443509,True,2082.8,2082.8,28.426,Gardu Induk Kefamenanu,0.29099
761,TIMOR TENGAH UTARA,NAIBENU,BAKITOLAS,rice,429,-9.304408065171282,124.4829696115819,True,2490.6,2490.6,25.802,Gardu Induk Kefamenanu,0.12015
762,TIMOR TENGAH UTARA,NAIBENU,BENUS,rice,251,-9.286328771835157,124.4961668032304,True,2632.8,2632.8,27.815,Gardu Induk Kefamenanu,0.0703
763,TIMOR TENGAH UTARA,NAIBENU,MANAMAS,rice,376,-9.23500759920654,124.4844672255029,True,1029.0,1029.0,33.618,Gardu Induk Kefamenanu,0.1053
764,TIMOR TENGAH UTARA,NAIBENU,SUNSEA,rice,336,-9.326034969673648,124.4736606839645,True,2093.9,2093.9,23.441,Gardu Induk Kefamenanu,0.0941
765,TIMOR TENGAH UTARA,NOEMUTI,BANFANU,rice,385,-9.565723443681618,124.4506556211577,True,4289.5,4289.5,6.067,Gardu Induk Kefamenanu,0.10783
766,TIMOR TENGAH UTARA,NOEMUTI,BIJELI,rice,213,-9.597304375917268,124.4917705260732,True,4414.3,4414.3,7.283,Gardu Induk Kefamenanu,0.05965
767,TIMOR TENGAH UTARA,NOEMUTI,FATUMUTI,rice,325,-9.564031537744238,124.4898969597621,True,4326.2,4326.2,3.549,Gardu Induk Kefamenanu,0.09102
768,TIMOR TENGAH UTARA,NOEMUTI,KIUOLA,rice,292,-9.60179957936134,124.4518823785036,True,4254.6,4254.6,9.075,Gardu Induk Kefamenanu,0.08178
769,TIMOR TENGAH UTARA,NOEMUTI,NIBAAF,rice,221,-9.592391156338811,124.5406987541955,True,3871.1,3871.1,8.517,Gardu Induk Kefamenanu,0.06189
770,TIMOR TENGAH UTARA,NOEMUTI,NIFUBOKE,rice,337,-9.600664745631034,124.5100132093936,True,4299.6,4299.6,7.87,Gardu Induk Kefamenanu,0.09438
771,TIMOR TENGAH UTARA,NOEMUTI,NOEBAUN,rice,406,-9.61283476139488,124.4846840259598,True,4410.1,4410.1,9.089,Gardu Induk Kefamenanu,0.11371
772,TIMOR TENGAH UTARA,NOEMUTI,NOEMUTI,rice,202,-9.560485564487257,124.4803220658817,True,4342.3,4342.3,3.462,Gardu Induk Kefamenanu,0.05657
773,TIMOR TENGAH UTARA,NOEMUTI,OENAK,rice,288,-9.570812845767325,124.5158034954925,True,4200.3,4200.3,4.942,Gardu Induk Kefamenanu,0.08066
774,TIMOR TENGAH UTARA,NOEMUTI,OEPERIGI,rice,110,-9.644013555197606,124.5035055101952,True,4086.0,4086.0,12.6,Gardu Induk Kefamenanu,0.03081
775,TIMOR TENGAH UTARA,NOEMUTI,POPNAM,rice,467,-9.635535450731236,124.5363760398934,True,3912.4,3912.4,12.53,Gardu Induk Kefamenanu,0.13079
776,TIMOR TENGAH UTARA,NOEMUTI,S E O,rice,171,,,False,,3246.8,,,0.04789
777,TIMOR TENGAH UTARA,NOEMUTI TIMUR,HAEKTO,rice,332,-9.58840536165261,124.6228701437838,True,3809.9,3809.9,15.684,Gardu Induk Kefamenanu,0.09298
778,TIMOR TENGAH UTARA,NOEMUTI TIMUR,KUAKEN,rice,188,-9.571291157519244,124.5511941525382,True,3835.2,3835.2,7.73,Gardu Induk Kefamenanu,0.05265
779,TIMOR TENGAH UTARA,NOEMUTI TIMUR,MANIKIN,rice,266,-9.581588648751696,124.5913862636056,True,3573.3,3573.3,12.184,Gardu Induk Kefamenanu,0.0745
780,TIMOR TENGAH UTARA,NOEMUTI TIMUR,NAOB,rice,376,-9.608688912055142,124.5778094292306,True,3658.6,3658.6,12.686,Gardu Induk Kefamenanu,0.1053
