r_id,amman_mineral_power_station_unit_1,amman_mineral_power_station_unit_2,amman_mineral_power_station_unit_3,amman_mineral_power_station_unit_4,amman_mineral_power_station_geothermal,amman_mineral_power_station_geothermal,amman_mineral_power_station_geothermal,amman_mineral_power_station_geothermal,amman_mineral_power_station_geothermal,amman_mineral_power_station_solar,amman_mineral_power_station_solar,amman_mineral_power_station_solar,amman_mineral_power_station_solar,amman_mineral_power_station_solar,amman_mineral_power_station_wind
329,1,1,1,1,1,1,1,1,1,0.068,0.068,0.068,0.068,0.068,0.011
330,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.014
331,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.011
332,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.005
333,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.002
334,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.002
335,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.004
336,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.008
337,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.015
338,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.024
339,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.03
340,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.033
341,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.027
342,1,1,1,1,1,1,1,1,1,0.028,0.028,0.028,0.028,0.028,0.016
343,1,1,1,1,1,1,1,1,1,0.14,0.14,0.14,0.14,0.14,0.006
344,1,1,1,1,1,1,1,1,1,0.285,0.285,0.285,0.285,0.285,0.003
345,1,1,1,1,1,1,1,1,1,0.423,0.423,0.423,0.423,0.423,0.004
346,1,1,1,1,1,1,1,1,1,0.503,0.503,0.503,0.503,0.503,0.016
347,1,1,1,1,1,1,1,1,1,0.539,0.539,0.539,0.539,0.539,0.037
348,1,1,1,1,1,1,1,1,1,0.538,0.538,0.538,0.538,0.538,0.047
349,1,1,1,1,1,1,1,1,1,0.503,0.503,0.503,0.503,0.503,0.046
350,1,1,1,1,1,1,1,1,1,0.443,0.443,0.443,0.443,0.443,0.037
351,1,1,1,1,1,1,1,1,1,0.327,0.327,0.327,0.327,0.327,0.025
352,1,1,1,1,1,1,1,1,1,0.195,0.195,0.195,0.195,0.195,0.013
353,1,1,1,1,1,1,1,1,1,0.067,0.067,0.067,0.067,0.067,0.01
354,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.017
355,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.027
356,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.037
357,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.044
358,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.036
359,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.032
360,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.035
361,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.041
362,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.026
363,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.006
364,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.002
365,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.005
366,1,1,1,1,1,1,1,1,1,0.014,0.014,0.014,0.014,0.014,0.008
367,1,1,1,1,1,1,1,1,1,0.096,0.096,0.096,0.096,0.096,0.003
368,1,1,1,1,1,1,1,1,1,0.26,0.26,0.26,0.26,0.26,0.001
369,1,1,1,1,1,1,1,1,1,0.411,0.411,0.411,0.411,0.411,0.001
370,1,1,1,1,1,1,1,1,1,0.505,0.505,0.505,0.505,0.505,0.001
371,1,1,1,1,1,1,1,1,1,0.56,0.56,0.56,0.56,0.56,0.001
372,1,1,1,1,1,1,1,1,1,0.568,0.568,0.568,0.568,0.568,0.003
373,1,1,1,1,1,1,1,1,1,0.538,0.538,0.538,0.538,0.538,0.005
374,1,1,1,1,1,1,1,1,1,0.465,0.465,0.465,0.465,0.465,0.009
375,1,1,1,1,1,1,1,1,1,0.35,0.35,0.35,0.35,0.35,0.011
376,1,1,1,1,1,1,1,1,1,0.205,0.205,0.205,0.205,0.205,0.01
377,1,1,1,1,1,1,1,1,1,0.071,0.071,0.071,0.071,0.071,0.005
378,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.005
379,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.004
380,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.002
381,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.001
382,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.001
383,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.002
384,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.003
385,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.004
386,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.004
387,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.005
388,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.005
389,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.005
390,1,1,1,1,1,1,1,1,1,0.028,0.028,0.028,0.028,0.028,0.006
391,1,1,1,1,1,1,1,1,1,0.145,0.145,0.145,0.145,0.145,0.003
392,1,1,1,1,1,1,1,1,1,0.288,0.288,0.288,0.288,0.288,0.001
393,1,1,1,1,1,1,1,1,1,0.406,0.406,0.406,0.406,0.406,0.002
394,1,1,1,1,1,1,1,1,1,0.471,0.471,0.471,0.471,0.471,0.004
395,1,1,1,1,1,1,1,1,1,0.474,0.474,0.474,0.474,0.474,0.004
396,1,1,1,1,1,1,1,1,1,0.45,0.45,0.45,0.45,0.45,0.005
397,1,1,1,1,1,1,1,1,1,0.37,0.37,0.37,0.37,0.37,0.005
398,1,1,1,1,1,1,1,1,1,0.296,0.296,0.296,0.296,0.296,0.005
399,1,1,1,1,1,1,1,1,1,0.217,0.217,0.217,0.217,0.217,0.004
400,1,1,1,1,1,1,1,1,1,0.138,0.138,0.138,0.138,0.138,0.003
401,1,1,1,1,1,1,1,1,1,0.049,0.049,0.049,0.049,0.049,0.002
402,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.003
403,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.002
404,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.002
405,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.001
406,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
407,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
408,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
409,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
410,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
411,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
412,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
413,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
414,1,1,1,1,1,1,1,1,1,0.026,0.026,0.026,0.026,0.026,0
415,1,1,1,1,1,1,1,1,1,0.142,0.142,0.142,0.142,0.142,0
416,1,1,1,1,1,1,1,1,1,0.292,0.292,0.292,0.292,0.292,0
417,1,1,1,1,1,1,1,1,1,0.412,0.412,0.412,0.412,0.412,0
418,1,1,1,1,1,1,1,1,1,0.478,0.478,0.478,0.478,0.478,0
419,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0
420,1,1,1,1,1,1,1,1,1,0.507,0.507,0.507,0.507,0.507,0.001
421,1,1,1,1,1,1,1,1,1,0.485,0.485,0.485,0.485,0.485,0.002
422,1,1,1,1,1,1,1,1,1,0.423,0.423,0.423,0.423,0.423,0.003
423,1,1,1,1,1,1,1,1,1,0.311,0.311,0.311,0.311,0.311,0.005
424,1,1,1,1,1,1,1,1,1,0.169,0.169,0.169,0.169,0.169,0.008
425,1,1,1,1,1,1,1,1,1,0.055,0.055,0.055,0.055,0.055,0.007
426,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.01
427,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.019
428,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.024
429,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.022
430,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.026
431,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.035
432,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.049
433,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.066
434,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.087
435,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.108
436,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.115
437,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.114
438,1,1,1,1,1,1,1,1,1,0.021,0.021,0.021,0.021,0.021,0.101
439,1,1,1,1,1,1,1,1,1,0.112,0.112,0.112,0.112,0.112,0.054
440,1,1,1,1,1,1,1,1,1,0.222,0.222,0.222,0.222,0.222,0.036
441,1,1,1,1,1,1,1,1,1,0.329,0.329,0.329,0.329,0.329,0.037
442,1,1,1,1,1,1,1,1,1,0.423,0.423,0.423,0.423,0.423,0.029
443,1,1,1,1,1,1,1,1,1,0.481,0.481,0.481,0.481,0.481,0.017
444,1,1,1,1,1,1,1,1,1,0.492,0.492,0.492,0.492,0.492,0.011
445,1,1,1,1,1,1,1,1,1,0.446,0.446,0.446,0.446,0.446,0.009
446,1,1,1,1,1,1,1,1,1,0.337,0.337,0.337,0.337,0.337,0.008
447,1,1,1,1,1,1,1,1,1,0.225,0.225,0.225,0.225,0.225,0.012
448,1,1,1,1,1,1,1,1,1,0.114,0.114,0.114,0.114,0.114,0.018
449,1,1,1,1,1,1,1,1,1,0.035,0.035,0.035,0.035,0.035,0.017
450,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.019
451,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.027
452,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.026
453,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.029
454,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.042
455,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.061
456,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.064
457,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.066
458,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.068
459,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.064
460,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.06
461,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.046
462,1,1,1,1,1,1,1,1,1,0.011,0.011,0.011,0.011,0.011,0.035
463,1,1,1,1,1,1,1,1,1,0.075,0.075,0.075,0.075,0.075,0.022
464,1,1,1,1,1,1,1,1,1,0.159,0.159,0.159,0.159,0.159,0.011
465,1,1,1,1,1,1,1,1,1,0.224,0.224,0.224,0.224,0.224,0.01
466,1,1,1,1,1,1,1,1,1,0.291,0.291,0.291,0.291,0.291,0.011
467,1,1,1,1,1,1,1,1,1,0.337,0.337,0.337,0.337,0.337,0.013
468,1,1,1,1,1,1,1,1,1,0.364,0.364,0.364,0.364,0.364,0.017
469,1,1,1,1,1,1,1,1,1,0.355,0.355,0.355,0.355,0.355,0.021
470,1,1,1,1,1,1,1,1,1,0.294,0.294,0.294,0.294,0.294,0.022
471,1,1,1,1,1,1,1,1,1,0.2,0.2,0.2,0.2,0.2,0.017
472,1,1,1,1,1,1,1,1,1,0.104,0.104,0.104,0.104,0.104,0.009
473,1,1,1,1,1,1,1,1,1,0.025,0.025,0.025,0.025,0.025,0.004
474,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.005
475,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.007
476,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.013
477,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.023
478,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.035
479,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.036
480,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.031
481,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.022
482,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.019
483,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.028
484,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.039
485,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.051
486,1,1,1,1,1,1,1,1,1,0.005,0.005,0.005,0.005,0.005,0.059
487,1,1,1,1,1,1,1,1,1,0.039,0.039,0.039,0.039,0.039,0.044
488,1,1,1,1,1,1,1,1,1,0.096,0.096,0.096,0.096,0.096,0.027
489,1,1,1,1,1,1,1,1,1,0.152,0.152,0.152,0.152,0.152,0.025
490,1,1,1,1,1,1,1,1,1,0.195,0.195,0.195,0.195,0.195,0.039
491,1,1,1,1,1,1,1,1,1,0.202,0.202,0.202,0.202,0.202,0.067
492,1,1,1,1,1,1,1,1,1,0.196,0.196,0.196,0.196,0.196,0.095
493,1,1,1,1,1,1,1,1,1,0.192,0.192,0.192,0.192,0.192,0.132
494,1,1,1,1,1,1,1,1,1,0.182,0.182,0.182,0.182,0.182,0.145
495,1,1,1,1,1,1,1,1,1,0.13,0.13,0.13,0.13,0.13,0.116
496,1,1,1,1,1,1,1,1,1,0.064,0.064,0.064,0.064,0.064,0.073
497,1,1,1,1,1,1,1,1,1,0.014,0.014,0.014,0.014,0.014,0.068
498,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.062
499,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.07
500,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.088
501,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.08
502,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.09
503,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.103
504,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.094
505,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.005
506,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.008
507,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.013
508,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.023
509,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.035
510,1,1,1,1,1,1,1,1,1,0.034,0.034,0.034,0.034,0.034,0.046
511,1,1,1,1,1,1,1,1,1,0.183,0.183,0.183,0.183,0.183,0.036
512,1,1,1,1,1,1,1,1,1,0.345,0.345,0.345,0.345,0.345,0.031
513,1,1,1,1,1,1,1,1,1,0.483,0.483,0.483,0.483,0.483,0.035
514,1,1,1,1,1,1,1,1,1,0.579,0.579,0.579,0.579,0.579,0.041
515,1,1,1,1,1,1,1,1,1,0.631,0.631,0.631,0.631,0.631,0.039
516,1,1,1,1,1,1,1,1,1,0.636,0.636,0.636,0.636,0.636,0.031
517,1,1,1,1,1,1,1,1,1,0.596,0.596,0.596,0.596,0.596,0.026
518,1,1,1,1,1,1,1,1,1,0.506,0.506,0.506,0.506,0.506,0.026
519,1,1,1,1,1,1,1,1,1,0.379,0.379,0.379,0.379,0.379,0.025
520,1,1,1,1,1,1,1,1,1,0.22,0.22,0.22,0.22,0.22,0.025
521,1,1,1,1,1,1,1,1,1,0.067,0.067,0.067,0.067,0.067,0.027
522,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.023
523,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.011
524,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.004
525,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.002
526,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.002
527,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.002
528,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.002
529,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.002
530,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.003
531,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.003
532,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.004
533,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.004
534,1,1,1,1,1,1,1,1,1,0.031,0.031,0.031,0.031,0.031,0.003
535,1,1,1,1,1,1,1,1,1,0.172,0.172,0.172,0.172,0.172,0.002
536,1,1,1,1,1,1,1,1,1,0.334,0.334,0.334,0.334,0.334,0.002
537,1,1,1,1,1,1,1,1,1,0.471,0.471,0.471,0.471,0.471,0.006
538,1,1,1,1,1,1,1,1,1,0.567,0.567,0.567,0.567,0.567,0.022
539,1,1,1,1,1,1,1,1,1,0.616,0.616,0.616,0.616,0.616,0.036
540,1,1,1,1,1,1,1,1,1,0.623,0.623,0.623,0.623,0.623,0.043
541,1,1,1,1,1,1,1,1,1,0.586,0.586,0.586,0.586,0.586,0.051
542,1,1,1,1,1,1,1,1,1,0.497,0.497,0.497,0.497,0.497,0.056
543,1,1,1,1,1,1,1,1,1,0.371,0.371,0.371,0.371,0.371,0.053
544,1,1,1,1,1,1,1,1,1,0.215,0.215,0.215,0.215,0.215,0.042
545,1,1,1,1,1,1,1,1,1,0.067,0.067,0.067,0.067,0.067,0.031
546,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.021
547,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.009
548,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.003
549,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.001
550,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
551,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
552,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
553,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
554,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
555,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
556,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.001
557,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.002
558,1,1,1,1,1,1,1,1,1,0.025,0.025,0.025,0.025,0.025,0.004
559,1,1,1,1,1,1,1,1,1,0.144,0.144,0.144,0.144,0.144,0.001
560,1,1,1,1,1,1,1,1,1,0.303,0.303,0.303,0.303,0.303,0
561,1,1,1,1,1,1,1,1,1,0.439,0.439,0.439,0.439,0.439,0
562,1,1,1,1,1,1,1,1,1,0.534,0.534,0.534,0.534,0.534,0
563,1,1,1,1,1,1,1,1,1,0.59,0.59,0.59,0.59,0.59,0.001
564,1,1,1,1,1,1,1,1,1,0.602,0.602,0.602,0.602,0.602,0.003
565,1,1,1,1,1,1,1,1,1,0.561,0.561,0.561,0.561,0.561,0.006
566,1,1,1,1,1,1,1,1,1,0.457,0.457,0.457,0.457,0.457,0.011
567,1,1,1,1,1,1,1,1,1,0.339,0.339,0.339,0.339,0.339,0.021
568,1,1,1,1,1,1,1,1,1,0.18,0.18,0.18,0.18,0.18,0.027
569,1,1,1,1,1,1,1,1,1,0.054,0.054,0.054,0.054,0.054,0.031
570,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.035
571,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.036
572,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.03
573,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.023
574,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.018
575,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.014
576,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.012
577,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.007
578,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.003
579,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.001
580,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
581,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
582,1,1,1,1,1,1,1,1,1,0.03,0.03,0.03,0.03,0.03,0
583,1,1,1,1,1,1,1,1,1,0.167,0.167,0.167,0.167,0.167,0
584,1,1,1,1,1,1,1,1,1,0.319,0.319,0.319,0.319,0.319,0
585,1,1,1,1,1,1,1,1,1,0.451,0.451,0.451,0.451,0.451,0
586,1,1,1,1,1,1,1,1,1,0.545,0.545,0.545,0.545,0.545,0
587,1,1,1,1,1,1,1,1,1,0.593,0.593,0.593,0.593,0.593,0.001
588,1,1,1,1,1,1,1,1,1,0.6,0.6,0.6,0.6,0.6,0.002
589,1,1,1,1,1,1,1,1,1,0.562,0.562,0.562,0.562,0.562,0.006
590,1,1,1,1,1,1,1,1,1,0.472,0.472,0.472,0.472,0.472,0.011
591,1,1,1,1,1,1,1,1,1,0.347,0.347,0.347,0.347,0.347,0.011
592,1,1,1,1,1,1,1,1,1,0.198,0.198,0.198,0.198,0.198,0.014
593,1,1,1,1,1,1,1,1,1,0.06,0.06,0.06,0.06,0.06,0.021
594,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.025
595,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.031
596,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.033
597,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.03
598,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.023
599,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.017
600,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.011
601,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.009
602,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.011
603,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.013
604,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.015
605,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.017
606,1,1,1,1,1,1,1,1,1,0.025,0.025,0.025,0.025,0.025,0.013
607,1,1,1,1,1,1,1,1,1,0.137,0.137,0.137,0.137,0.137,0.004
608,1,1,1,1,1,1,1,1,1,0.272,0.272,0.272,0.272,0.272,0.001
609,1,1,1,1,1,1,1,1,1,0.402,0.402,0.402,0.402,0.402,0
610,1,1,1,1,1,1,1,1,1,0.492,0.492,0.492,0.492,0.492,0
611,1,1,1,1,1,1,1,1,1,0.523,0.523,0.523,0.523,0.523,0
612,1,1,1,1,1,1,1,1,1,0.502,0.502,0.502,0.502,0.502,0
613,1,1,1,1,1,1,1,1,1,0.455,0.455,0.455,0.455,0.455,0.003
614,1,1,1,1,1,1,1,1,1,0.332,0.332,0.332,0.332,0.332,0.007
615,1,1,1,1,1,1,1,1,1,0.244,0.244,0.244,0.244,0.244,0.007
616,1,1,1,1,1,1,1,1,1,0.134,0.134,0.134,0.134,0.134,0.004
617,1,1,1,1,1,1,1,1,1,0.039,0.039,0.039,0.039,0.039,0.002
618,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.001
619,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.001
620,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.002
621,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.004
622,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.006
623,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.008
624,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.006
625,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.003
626,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.002
627,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.001
628,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.002
629,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.005
630,1,1,1,1,1,1,1,1,1,0.022,0.022,0.022,0.022,0.022,0.007
631,1,1,1,1,1,1,1,1,1,0.143,0.143,0.143,0.143,0.143,0.003
632,1,1,1,1,1,1,1,1,1,0.283,0.283,0.283,0.283,0.283,0
633,1,1,1,1,1,1,1,1,1,0.404,0.404,0.404,0.404,0.404,0
634,1,1,1,1,1,1,1,1,1,0.496,0.496,0.496,0.496,0.496,0
635,1,1,1,1,1,1,1,1,1,0.554,0.554,0.554,0.554,0.554,0.001
636,1,1,1,1,1,1,1,1,1,0.57,0.57,0.57,0.57,0.57,0.001
637,1,1,1,1,1,1,1,1,1,0.538,0.538,0.538,0.538,0.538,0.003
638,1,1,1,1,1,1,1,1,1,0.46,0.46,0.46,0.46,0.46,0.006
639,1,1,1,1,1,1,1,1,1,0.329,0.329,0.329,0.329,0.329,0.009
640,1,1,1,1,1,1,1,1,1,0.201,0.201,0.201,0.201,0.201,0.011
641,1,1,1,1,1,1,1,1,1,0.064,0.064,0.064,0.064,0.064,0.009
642,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.007
643,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.004
644,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.003
645,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.004
646,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.007
647,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.013
648,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.025
649,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.032
650,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.03
651,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.025
652,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.017
653,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.01
654,1,1,1,1,1,1,1,1,1,0.024,0.024,0.024,0.024,0.024,0.004
655,1,1,1,1,1,1,1,1,1,0.141,0.141,0.141,0.141,0.141,0.001
656,1,1,1,1,1,1,1,1,1,0.282,0.282,0.282,0.282,0.282,0
657,1,1,1,1,1,1,1,1,1,0.416,0.416,0.416,0.416,0.416,0
658,1,1,1,1,1,1,1,1,1,0.515,0.515,0.515,0.515,0.515,0
659,1,1,1,1,1,1,1,1,1,0.573,0.573,0.573,0.573,0.573,0
660,1,1,1,1,1,1,1,1,1,0.575,0.575,0.575,0.575,0.575,0.001
661,1,1,1,1,1,1,1,1,1,0.545,0.545,0.545,0.545,0.545,0.004
662,1,1,1,1,1,1,1,1,1,0.462,0.462,0.462,0.462,0.462,0.009
663,1,1,1,1,1,1,1,1,1,0.317,0.317,0.317,0.317,0.317,0.013
664,1,1,1,1,1,1,1,1,1,0.174,0.174,0.174,0.174,0.174,0.012
665,1,1,1,1,1,1,1,1,1,0.053,0.053,0.053,0.053,0.053,0.009
666,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.007
667,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.005
668,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.005
669,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.005
670,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.006
671,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.005
