r_id,amman_mineral_power_station_unit_1,amman_mineral_power_station_unit_2,amman_mineral_power_station_unit_3,amman_mineral_power_station_unit_4,amman_mineral_power_station_geothermal,amman_mineral_power_station_geothermal,amman_mineral_power_station_geothermal,amman_mineral_power_station_geothermal,amman_mineral_power_station_geothermal,amman_mineral_power_station_solar,amman_mineral_power_station_solar,amman_mineral_power_station_solar,amman_mineral_power_station_solar,amman_mineral_power_station_solar,amman_mineral_power_station_wind
672,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.005
673,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.045
674,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.045
675,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.049
676,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.049
677,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.053
678,1,1,1,1,1,1,1,1,1,0.02,0.02,0.02,0.02,0.02,0.058
679,1,1,1,1,1,1,1,1,1,0.133,0.133,0.133,0.133,0.133,0.045
680,1,1,1,1,1,1,1,1,1,0.268,0.268,0.268,0.268,0.268,0.045
681,1,1,1,1,1,1,1,1,1,0.385,0.385,0.385,0.385,0.385,0.05
682,1,1,1,1,1,1,1,1,1,0.466,0.466,0.466,0.466,0.466,0.054
683,1,1,1,1,1,1,1,1,1,0.511,0.511,0.511,0.511,0.511,0.059
684,1,1,1,1,1,1,1,1,1,0.522,0.522,0.522,0.522,0.522,0.07
685,1,1,1,1,1,1,1,1,1,0.489,0.489,0.489,0.489,0.489,0.083
686,1,1,1,1,1,1,1,1,1,0.396,0.396,0.396,0.396,0.396,0.082
687,1,1,1,1,1,1,1,1,1,0.289,0.289,0.289,0.289,0.289,0.065
688,1,1,1,1,1,1,1,1,1,0.17,0.17,0.17,0.17,0.17,0.046
689,1,1,1,1,1,1,1,1,1,0.054,0.054,0.054,0.054,0.054,0.034
690,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.035
691,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.042
692,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.048
693,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.059
694,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.073
695,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.084
696,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.088
697,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.092
698,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.096
699,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.106
700,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.114
701,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.11
702,1,1,1,1,1,1,1,1,1,0.016,0.016,0.016,0.016,0.016,0.093
703,1,1,1,1,1,1,1,1,1,0.11,0.11,0.11,0.11,0.11,0.048
704,1,1,1,1,1,1,1,1,1,0.22,0.22,0.22,0.22,0.22,0.037
705,1,1,1,1,1,1,1,1,1,0.321,0.321,0.321,0.321,0.321,0.028
706,1,1,1,1,1,1,1,1,1,0.39,0.39,0.39,0.39,0.39,0.025
707,1,1,1,1,1,1,1,1,1,0.451,0.451,0.451,0.451,0.451,0.032
708,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.038
709,1,1,1,1,1,1,1,1,1,0.484,0.484,0.484,0.484,0.484,0.036
710,1,1,1,1,1,1,1,1,1,0.405,0.405,0.405,0.405,0.405,0.031
711,1,1,1,1,1,1,1,1,1,0.285,0.285,0.285,0.285,0.285,0.03
712,1,1,1,1,1,1,1,1,1,0.151,0.151,0.151,0.151,0.151,0.025
713,1,1,1,1,1,1,1,1,1,0.043,0.043,0.043,0.043,0.043,0.025
714,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.034
715,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.042
716,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.047
717,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.049
718,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.06
719,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.072
720,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.073
721,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.068
722,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.059
723,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.055
724,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.049
725,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.038
726,1,1,1,1,1,1,1,1,1,0.012,0.012,0.012,0.012,0.012,0.027
727,1,1,1,1,1,1,1,1,1,0.092,0.092,0.092,0.092,0.092,0.017
728,1,1,1,1,1,1,1,1,1,0.198,0.198,0.198,0.198,0.198,0.009
729,1,1,1,1,1,1,1,1,1,0.279,0.279,0.279,0.279,0.279,0.008
730,1,1,1,1,1,1,1,1,1,0.348,0.348,0.348,0.348,0.348,0.007
731,1,1,1,1,1,1,1,1,1,0.422,0.422,0.422,0.422,0.422,0.009
732,1,1,1,1,1,1,1,1,1,0.46,0.46,0.46,0.46,0.46,0.017
733,1,1,1,1,1,1,1,1,1,0.434,0.434,0.434,0.434,0.434,0.025
734,1,1,1,1,1,1,1,1,1,0.345,0.345,0.345,0.345,0.345,0.03
735,1,1,1,1,1,1,1,1,1,0.235,0.235,0.235,0.235,0.235,0.028
736,1,1,1,1,1,1,1,1,1,0.126,0.126,0.126,0.126,0.126,0.018
737,1,1,1,1,1,1,1,1,1,0.034,0.034,0.034,0.034,0.034,0.011
738,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.015
739,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.02
740,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.024
741,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.025
742,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.027
743,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.039
744,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.055
745,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.054
746,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.051
747,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.056
748,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.07
749,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.079
750,1,1,1,1,1,1,1,1,1,0.015,0.015,0.015,0.015,0.015,0.073
751,1,1,1,1,1,1,1,1,1,0.108,0.108,0.108,0.108,0.108,0.027
752,1,1,1,1,1,1,1,1,1,0.225,0.225,0.225,0.225,0.225,0.014
753,1,1,1,1,1,1,1,1,1,0.309,0.309,0.309,0.309,0.309,0.015
754,1,1,1,1,1,1,1,1,1,0.386,0.386,0.386,0.386,0.386,0.021
755,1,1,1,1,1,1,1,1,1,0.446,0.446,0.446,0.446,0.446,0.041
756,1,1,1,1,1,1,1,1,1,0.493,0.493,0.493,0.493,0.493,0.064
757,1,1,1,1,1,1,1,1,1,0.508,0.508,0.508,0.508,0.508,0.081
758,1,1,1,1,1,1,1,1,1,0.442,0.442,0.442,0.442,0.442,0.086
759,1,1,1,1,1,1,1,1,1,0.343,0.343,0.343,0.343,0.343,0.087
760,1,1,1,1,1,1,1,1,1,0.203,0.203,0.203,0.203,0.203,0.069
761,1,1,1,1,1,1,1,1,1,0.061,0.061,0.061,0.061,0.061,0.063
762,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.069
763,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.071
764,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.07
765,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.077
766,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.09
767,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.101
768,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.107
769,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.114
770,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.118
771,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.114
772,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.103
773,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.09
774,1,1,1,1,1,1,1,1,1,0.009,0.009,0.009,0.009,0.009,0.078
775,1,1,1,1,1,1,1,1,1,0.073,0.073,0.073,0.073,0.073,0.062
776,1,1,1,1,1,1,1,1,1,0.164,0.164,0.164,0.164,0.164,0.07
777,1,1,1,1,1,1,1,1,1,0.257,0.257,0.257,0.257,0.257,0.104
778,1,1,1,1,1,1,1,1,1,0.321,0.321,0.321,0.321,0.321,0.124
779,1,1,1,1,1,1,1,1,1,0.337,0.337,0.337,0.337,0.337,0.103
780,1,1,1,1,1,1,1,1,1,0.326,0.326,0.326,0.326,0.326,0.099
781,1,1,1,1,1,1,1,1,1,0.24,0.24,0.24,0.24,0.24,0.112
782,1,1,1,1,1,1,1,1,1,0.145,0.145,0.145,0.145,0.145,0.113
783,1,1,1,1,1,1,1,1,1,0.102,0.102,0.102,0.102,0.102,0.082
784,1,1,1,1,1,1,1,1,1,0.056,0.056,0.056,0.056,0.056,0.033
785,1,1,1,1,1,1,1,1,1,0.018,0.018,0.018,0.018,0.018,0.02
786,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.032
787,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.045
788,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.047
789,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.049
790,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.053
791,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.058
792,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.06
793,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.064
794,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.068
795,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.073
796,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.068
797,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.06
798,1,1,1,1,1,1,1,1,1,0.012,0.012,0.012,0.012,0.012,0.058
799,1,1,1,1,1,1,1,1,1,0.087,0.087,0.087,0.087,0.087,0.049
800,1,1,1,1,1,1,1,1,1,0.171,0.171,0.171,0.171,0.171,0.048
801,1,1,1,1,1,1,1,1,1,0.239,0.239,0.239,0.239,0.239,0.068
802,1,1,1,1,1,1,1,1,1,0.289,0.289,0.289,0.289,0.289,0.082
803,1,1,1,1,1,1,1,1,1,0.309,0.309,0.309,0.309,0.309,0.09
804,1,1,1,1,1,1,1,1,1,0.302,0.302,0.302,0.302,0.302,0.098
805,1,1,1,1,1,1,1,1,1,0.271,0.271,0.271,0.271,0.271,0.093
806,1,1,1,1,1,1,1,1,1,0.216,0.216,0.216,0.216,0.216,0.083
807,1,1,1,1,1,1,1,1,1,0.15,0.15,0.15,0.15,0.15,0.061
808,1,1,1,1,1,1,1,1,1,0.076,0.076,0.076,0.076,0.076,0.051
809,1,1,1,1,1,1,1,1,1,0.02,0.02,0.02,0.02,0.02,0.041
810,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.041
811,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.049
812,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.059
813,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.073
814,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.099
815,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.129
816,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.123
817,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.122
818,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.113
819,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.101
820,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.095
821,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.086
822,1,1,1,1,1,1,1,1,1,0.013,0.013,0.013,0.013,0.013,0.081
823,1,1,1,1,1,1,1,1,1,0.1,0.1,0.1,0.1,0.1,0.063
824,1,1,1,1,1,1,1,1,1,0.207,0.207,0.207,0.207,0.207,0.079
825,1,1,1,1,1,1,1,1,1,0.296,0.296,0.296,0.296,0.296,0.102
826,1,1,1,1,1,1,1,1,1,0.356,0.356,0.356,0.356,0.356,0.144
827,1,1,1,1,1,1,1,1,1,0.357,0.357,0.357,0.357,0.357,0.179
828,1,1,1,1,1,1,1,1,1,0.352,0.352,0.352,0.352,0.352,0.201
829,1,1,1,1,1,1,1,1,1,0.32,0.32,0.32,0.32,0.32,0.198
830,1,1,1,1,1,1,1,1,1,0.265,0.265,0.265,0.265,0.265,0.164
831,1,1,1,1,1,1,1,1,1,0.177,0.177,0.177,0.177,0.177,0.115
832,1,1,1,1,1,1,1,1,1,0.084,0.084,0.084,0.084,0.084,0.08
833,1,1,1,1,1,1,1,1,1,0.021,0.021,0.021,0.021,0.021,0.069
834,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.062
835,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.065
836,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.076
837,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.078
838,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.094
839,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.111
840,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.141
841,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.009
842,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.016
843,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.026
844,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.034
845,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.043
846,1,1,1,1,1,1,1,1,1,0.014,0.014,0.014,0.014,0.014,0.051
847,1,1,1,1,1,1,1,1,1,0.091,0.091,0.091,0.091,0.091,0.084
848,1,1,1,1,1,1,1,1,1,0.177,0.177,0.177,0.177,0.177,0.106
849,1,1,1,1,1,1,1,1,1,0.254,0.254,0.254,0.254,0.254,0.095
850,1,1,1,1,1,1,1,1,1,0.309,0.309,0.309,0.309,0.309,0.07
851,1,1,1,1,1,1,1,1,1,0.332,0.332,0.332,0.332,0.332,0.053
852,1,1,1,1,1,1,1,1,1,0.341,0.341,0.341,0.341,0.341,0.05
853,1,1,1,1,1,1,1,1,1,0.351,0.351,0.351,0.351,0.351,0.054
854,1,1,1,1,1,1,1,1,1,0.321,0.321,0.321,0.321,0.321,0.063
855,1,1,1,1,1,1,1,1,1,0.23,0.23,0.23,0.23,0.23,0.08
856,1,1,1,1,1,1,1,1,1,0.13,0.13,0.13,0.13,0.13,0.101
857,1,1,1,1,1,1,1,1,1,0.036,0.036,0.036,0.036,0.036,0.1
858,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.073
859,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.054
860,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.052
861,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.053
862,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.06
863,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.066
864,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.067
865,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.068
866,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.078
867,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.083
868,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.093
869,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.088
870,1,1,1,1,1,1,1,1,1,0.031,0.031,0.031,0.031,0.031,0.07
871,1,1,1,1,1,1,1,1,1,0.16,0.16,0.16,0.16,0.16,0.058
872,1,1,1,1,1,1,1,1,1,0.296,0.296,0.296,0.296,0.296,0.05
873,1,1,1,1,1,1,1,1,1,0.418,0.418,0.418,0.418,0.418,0.035
874,1,1,1,1,1,1,1,1,1,0.503,0.503,0.503,0.503,0.503,0.023
875,1,1,1,1,1,1,1,1,1,0.548,0.548,0.548,0.548,0.548,0.021
876,1,1,1,1,1,1,1,1,1,0.56,0.56,0.56,0.56,0.56,0.023
877,1,1,1,1,1,1,1,1,1,0.526,0.526,0.526,0.526,0.526,0.023
878,1,1,1,1,1,1,1,1,1,0.443,0.443,0.443,0.443,0.443,0.025
879,1,1,1,1,1,1,1,1,1,0.332,0.332,0.332,0.332,0.332,0.031
880,1,1,1,1,1,1,1,1,1,0.18,0.18,0.18,0.18,0.18,0.042
881,1,1,1,1,1,1,1,1,1,0.056,0.056,0.056,0.056,0.056,0.048
882,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.046
883,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.044
884,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.044
885,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.042
886,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.044
887,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.045
888,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.045
889,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.047
890,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.049
891,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.054
892,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.061
893,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.073
894,1,1,1,1,1,1,1,1,1,0.025,0.025,0.025,0.025,0.025,0.069
895,1,1,1,1,1,1,1,1,1,0.14,0.14,0.14,0.14,0.14,0.058
896,1,1,1,1,1,1,1,1,1,0.289,0.289,0.289,0.289,0.289,0.058
897,1,1,1,1,1,1,1,1,1,0.42,0.42,0.42,0.42,0.42,0.049
898,1,1,1,1,1,1,1,1,1,0.514,0.514,0.514,0.514,0.514,0.043
899,1,1,1,1,1,1,1,1,1,0.566,0.566,0.566,0.566,0.566,0.04
900,1,1,1,1,1,1,1,1,1,0.574,0.574,0.574,0.574,0.574,0.037
901,1,1,1,1,1,1,1,1,1,0.543,0.543,0.543,0.543,0.543,0.035
902,1,1,1,1,1,1,1,1,1,0.471,0.471,0.471,0.471,0.471,0.034
903,1,1,1,1,1,1,1,1,1,0.355,0.355,0.355,0.355,0.355,0.035
904,1,1,1,1,1,1,1,1,1,0.198,0.198,0.198,0.198,0.198,0.032
905,1,1,1,1,1,1,1,1,1,0.067,0.067,0.067,0.067,0.067,0.02
906,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.021
907,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.032
908,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.038
909,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.048
910,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.059
911,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.069
912,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.074
913,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.078
914,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.091
915,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.102
916,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.102
917,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.108
918,1,1,1,1,1,1,1,1,1,0.031,0.031,0.031,0.031,0.031,0.098
919,1,1,1,1,1,1,1,1,1,0.165,0.165,0.165,0.165,0.165,0.087
920,1,1,1,1,1,1,1,1,1,0.322,0.322,0.322,0.322,0.322,0.086
921,1,1,1,1,1,1,1,1,1,0.453,0.453,0.453,0.453,0.453,0.065
922,1,1,1,1,1,1,1,1,1,0.546,0.546,0.546,0.546,0.546,0.051
923,1,1,1,1,1,1,1,1,1,0.597,0.597,0.597,0.597,0.597,0.048
924,1,1,1,1,1,1,1,1,1,0.603,0.603,0.603,0.603,0.603,0.048
925,1,1,1,1,1,1,1,1,1,0.567,0.567,0.567,0.567,0.567,0.052
926,1,1,1,1,1,1,1,1,1,0.482,0.482,0.482,0.482,0.482,0.059
927,1,1,1,1,1,1,1,1,1,0.36,0.36,0.36,0.36,0.36,0.067
928,1,1,1,1,1,1,1,1,1,0.21,0.21,0.21,0.21,0.21,0.073
929,1,1,1,1,1,1,1,1,1,0.07,0.07,0.07,0.07,0.07,0.075
930,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.064
931,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.059
932,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.058
933,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.063
934,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.067
935,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.067
936,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.074
937,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.088
938,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.094
939,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.088
940,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.084
941,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.08
942,1,1,1,1,1,1,1,1,1,0.03,0.03,0.03,0.03,0.03,0.07
943,1,1,1,1,1,1,1,1,1,0.156,0.156,0.156,0.156,0.156,0.044
944,1,1,1,1,1,1,1,1,1,0.313,0.313,0.313,0.313,0.313,0.037
945,1,1,1,1,1,1,1,1,1,0.446,0.446,0.446,0.446,0.446,0.031
946,1,1,1,1,1,1,1,1,1,0.538,0.538,0.538,0.538,0.538,0.025
947,1,1,1,1,1,1,1,1,1,0.575,0.575,0.575,0.575,0.575,0.02
948,1,1,1,1,1,1,1,1,1,0.58,0.58,0.58,0.58,0.58,0.017
949,1,1,1,1,1,1,1,1,1,0.546,0.546,0.546,0.546,0.546,0.022
950,1,1,1,1,1,1,1,1,1,0.459,0.459,0.459,0.459,0.459,0.035
951,1,1,1,1,1,1,1,1,1,0.331,0.331,0.331,0.331,0.331,0.049
952,1,1,1,1,1,1,1,1,1,0.189,0.189,0.189,0.189,0.189,0.049
953,1,1,1,1,1,1,1,1,1,0.062,0.062,0.062,0.062,0.062,0.045
954,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.036
955,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.038
956,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.044
957,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.05
958,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.062
959,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.078
960,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.079
961,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.086
962,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.1
963,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.109
964,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.121
965,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.121
966,1,1,1,1,1,1,1,1,1,0.028,0.028,0.028,0.028,0.028,0.105
967,1,1,1,1,1,1,1,1,1,0.149,0.149,0.149,0.149,0.149,0.091
968,1,1,1,1,1,1,1,1,1,0.294,0.294,0.294,0.294,0.294,0.094
969,1,1,1,1,1,1,1,1,1,0.423,0.423,0.423,0.423,0.423,0.077
970,1,1,1,1,1,1,1,1,1,0.516,0.516,0.516,0.516,0.516,0.061
971,1,1,1,1,1,1,1,1,1,0.559,0.559,0.559,0.559,0.559,0.061
972,1,1,1,1,1,1,1,1,1,0.574,0.574,0.574,0.574,0.574,0.067
973,1,1,1,1,1,1,1,1,1,0.546,0.546,0.546,0.546,0.546,0.071
974,1,1,1,1,1,1,1,1,1,0.468,0.468,0.468,0.468,0.468,0.076
975,1,1,1,1,1,1,1,1,1,0.35,0.35,0.35,0.35,0.35,0.083
976,1,1,1,1,1,1,1,1,1,0.206,0.206,0.206,0.206,0.206,0.088
977,1,1,1,1,1,1,1,1,1,0.067,0.067,0.067,0.067,0.067,0.089
978,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.099
979,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.103
980,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.112
981,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.113
982,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.12
983,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.124
984,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.135
985,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.137
986,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.135
987,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.132
988,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.121
989,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.115
990,1,1,1,1,1,1,1,1,1,0.037,0.037,0.037,0.037,0.037,0.101
991,1,1,1,1,1,1,1,1,1,0.176,0.176,0.176,0.176,0.176,0.078
992,1,1,1,1,1,1,1,1,1,0.328,0.328,0.328,0.328,0.328,0.081
993,1,1,1,1,1,1,1,1,1,0.467,0.467,0.467,0.467,0.467,0.072
994,1,1,1,1,1,1,1,1,1,0.563,0.563,0.563,0.563,0.563,0.071
995,1,1,1,1,1,1,1,1,1,0.611,0.611,0.611,0.611,0.611,0.074
996,1,1,1,1,1,1,1,1,1,0.617,0.617,0.617,0.617,0.617,0.076
997,1,1,1,1,1,1,1,1,1,0.578,0.578,0.578,0.578,0.578,0.083
998,1,1,1,1,1,1,1,1,1,0.493,0.493,0.493,0.493,0.493,0.09
999,1,1,1,1,1,1,1,1,1,0.367,0.367,0.367,0.367,0.367,0.1
1000,1,1,1,1,1,1,1,1,1,0.21,0.21,0.21,0.21,0.21,0.107
1001,1,1,1,1,1,1,1,1,1,0.07,0.07,0.07,0.07,0.07,0.111
1002,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.108
1003,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.115
1004,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.116
1005,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.115
1006,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.115
1007,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.122
1008,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.132
1009,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.083
1010,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.077
1011,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.075
