r_id,amamapare_port_power_station_unit_1,amamapare_port_power_station_unit_2,amamapare_port_power_station_unit_3,amamapare_port_power_station_solar,amamapare_port_power_station_solar,amamapare_port_power_station_solar,amamapare_port_power_station_solar,amamapare_port_power_station_solar,bp_berau_ltd,bp_berau_ltd_solar,bp_berau_ltd_solar,bp_berau_ltd_solar,bp_berau_ltd_solar,bp_berau_ltd_solar,bp_berau_ltd_wind,amamapare_port_power_station_battery,bp_berau_ltd_battery
270,1,1,1,0.033,0.033,0.033,0.033,0.033,1,0.024,0.024,0.024,0.024,0.024,0.004,1,1
271,1,1,1,0.15,0.15,0.15,0.15,0.15,1,0.142,0.142,0.142,0.142,0.142,0,1,1
272,1,1,1,0.282,0.282,0.282,0.282,0.282,1,0.284,0.284,0.284,0.284,0.284,0.001,1,1
273,1,1,1,0.423,0.423,0.423,0.423,0.423,1,0.394,0.394,0.394,0.394,0.394,0.004,1,1
274,1,1,1,0.483,0.483,0.483,0.483,0.483,1,0.482,0.482,0.482,0.482,0.482,0.008,1,1
275,1,1,1,0.502,0.502,0.502,0.502,0.502,1,0.526,0.526,0.526,0.526,0.526,0.013,1,1
276,1,1,1,0.354,0.354,0.354,0.354,0.354,1,0.529,0.529,0.529,0.529,0.529,0.024,1,1
277,1,1,1,0.266,0.266,0.266,0.266,0.266,1,0.497,0.497,0.497,0.497,0.497,0.032,1,1
278,1,1,1,0.185,0.185,0.185,0.185,0.185,1,0.424,0.424,0.424,0.424,0.424,0.029,1,1
279,1,1,1,0.112,0.112,0.112,0.112,0.112,1,0.303,0.303,0.303,0.303,0.303,0.012,1,1
280,1,1,1,0.051,0.051,0.051,0.051,0.051,1,0.153,0.153,0.153,0.153,0.153,0.001,1,1
281,1,1,1,0.006,0.006,0.006,0.006,0.006,1,0.034,0.034,0.034,0.034,0.034,0.001,1,1
282,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.014,1,1
283,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.051,1,1
284,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.063,1,1
285,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.064,1,1
286,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.062,1,1
287,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.051,1,1
288,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.054,1,1
289,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.074,1,1
290,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.081,1,1
291,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.058,1,1
292,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.037,1,1
293,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.024,1,1
294,1,1,1,0.024,0.024,0.024,0.024,0.024,1,0.014,0.014,0.014,0.014,0.014,0.021,1,1
295,1,1,1,0.092,0.092,0.092,0.092,0.092,1,0.087,0.087,0.087,0.087,0.087,0.006,1,1
296,1,1,1,0.196,0.196,0.196,0.196,0.196,1,0.189,0.189,0.189,0.189,0.189,0.001,1,1
297,1,1,1,0.277,0.277,0.277,0.277,0.277,1,0.285,0.285,0.285,0.285,0.285,0.005,1,1
298,1,1,1,0.345,0.345,0.345,0.345,0.345,1,0.346,0.346,0.346,0.346,0.346,0.014,1,1
299,1,1,1,0.334,0.334,0.334,0.334,0.334,1,0.381,0.381,0.381,0.381,0.381,0.026,1,1
300,1,1,1,0.301,0.301,0.301,0.301,0.301,1,0.38,0.38,0.38,0.38,0.38,0.037,1,1
301,1,1,1,0.258,0.258,0.258,0.258,0.258,1,0.344,0.344,0.344,0.344,0.344,0.04,1,1
302,1,1,1,0.205,0.205,0.205,0.205,0.205,1,0.275,0.275,0.275,0.275,0.275,0.028,1,1
303,1,1,1,0.133,0.133,0.133,0.133,0.133,1,0.163,0.163,0.163,0.163,0.163,0.009,1,1
304,1,1,1,0.061,0.061,0.061,0.061,0.061,1,0.071,0.071,0.071,0.071,0.071,0.004,1,1
305,1,1,1,0.006,0.006,0.006,0.006,0.006,1,0.014,0.014,0.014,0.014,0.014,0.014,1,1
306,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.055,1,1
307,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.071,1,1
308,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.07,1,1
309,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.068,1,1
310,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.072,1,1
311,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.073,1,1
312,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.07,1,1
313,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.067,1,1
314,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.054,1,1
315,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.029,1,1
316,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.014,1,1
317,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.021,1,1
318,1,1,1,0.033,0.033,0.033,0.033,0.033,1,0.011,0.011,0.011,0.011,0.011,0.035,1,1
319,1,1,1,0.106,0.106,0.106,0.106,0.106,1,0.069,0.069,0.069,0.069,0.069,0.02,1,1
320,1,1,1,0.244,0.244,0.244,0.244,0.244,1,0.163,0.163,0.163,0.163,0.163,0.002,1,1
321,1,1,1,0.398,0.398,0.398,0.398,0.398,1,0.268,0.268,0.268,0.268,0.268,0.004,1,1
322,1,1,1,0.452,0.452,0.452,0.452,0.452,1,0.34,0.34,0.34,0.34,0.34,0.015,1,1
323,1,1,1,0.387,0.387,0.387,0.387,0.387,1,0.371,0.371,0.371,0.371,0.371,0.031,1,1
324,1,1,1,0.272,0.272,0.272,0.272,0.272,1,0.373,0.373,0.373,0.373,0.373,0.045,1,1
325,1,1,1,0.174,0.174,0.174,0.174,0.174,1,0.348,0.348,0.348,0.348,0.348,0.047,1,1
326,1,1,1,0.118,0.118,0.118,0.118,0.118,1,0.298,0.298,0.298,0.298,0.298,0.04,1,1
327,1,1,1,0.069,0.069,0.069,0.069,0.069,1,0.2,0.2,0.2,0.2,0.2,0.017,1,1
328,1,1,1,0.027,0.027,0.027,0.027,0.027,1,0.087,0.087,0.087,0.087,0.087,0.007,1,1
329,1,1,1,0.002,0.002,0.002,0.002,0.002,1,0.017,0.017,0.017,0.017,0.017,0.013,1,1
330,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.053,1,1
331,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.079,1,1
332,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.079,1,1
333,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.078,1,1
334,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.076,1,1
335,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.077,1,1
336,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.082,1,1
337,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.079,1,1
338,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.066,1,1
339,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.088,1,1
340,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.077,1,1
341,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.047,1,1
342,1,1,1,0.02,0.02,0.02,0.02,0.02,1,0.01,0.01,0.01,0.01,0.01,0.044,1,1
343,1,1,1,0.081,0.081,0.081,0.081,0.081,1,0.061,0.061,0.061,0.061,0.061,0.037,1,1
344,1,1,1,0.168,0.168,0.168,0.168,0.168,1,0.117,0.117,0.117,0.117,0.117,0.028,1,1
345,1,1,1,0.255,0.255,0.255,0.255,0.255,1,0.203,0.203,0.203,0.203,0.203,0.022,1,1
346,1,1,1,0.298,0.298,0.298,0.298,0.298,1,0.291,0.291,0.291,0.291,0.291,0.044,1,1
347,1,1,1,0.32,0.32,0.32,0.32,0.32,1,0.315,0.315,0.315,0.315,0.315,0.062,1,1
348,1,1,1,0.314,0.314,0.314,0.314,0.314,1,0.295,0.295,0.295,0.295,0.295,0.072,1,1
349,1,1,1,0.29,0.29,0.29,0.29,0.29,1,0.247,0.247,0.247,0.247,0.247,0.061,1,1
350,1,1,1,0.217,0.217,0.217,0.217,0.217,1,0.195,0.195,0.195,0.195,0.195,0.049,1,1
351,1,1,1,0.152,0.152,0.152,0.152,0.152,1,0.166,0.166,0.166,0.166,0.166,0.031,1,1
352,1,1,1,0.067,0.067,0.067,0.067,0.067,1,0.113,0.113,0.113,0.113,0.113,0.016,1,1
353,1,1,1,0.004,0.004,0.004,0.004,0.004,1,0.035,0.035,0.035,0.035,0.035,0.01,1,1
354,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.022,1,1
355,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.043,1,1
356,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.081,1,1
357,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.077,1,1
358,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.047,1,1
359,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.027,1,1
360,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.052,1,1
361,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.079,1,1
362,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.086,1,1
363,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.087,1,1
364,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.062,1,1
365,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.063,1,1
366,1,1,1,0.071,0.071,0.071,0.071,0.071,1,0.026,0.026,0.026,0.026,0.026,0.065,1,1
367,1,1,1,0.204,0.204,0.204,0.204,0.204,1,0.142,0.142,0.142,0.142,0.142,0.009,1,1
368,1,1,1,0.319,0.319,0.319,0.319,0.319,1,0.275,0.275,0.275,0.275,0.275,0.018,1,1
369,1,1,1,0.448,0.448,0.448,0.448,0.448,1,0.37,0.37,0.37,0.37,0.37,0.046,1,1
370,1,1,1,0.492,0.492,0.492,0.492,0.492,1,0.441,0.441,0.441,0.441,0.441,0.054,1,1
371,1,1,1,0.494,0.494,0.494,0.494,0.494,1,0.486,0.486,0.486,0.486,0.486,0.061,1,1
372,1,1,1,0.434,0.434,0.434,0.434,0.434,1,0.493,0.493,0.493,0.493,0.493,0.082,1,1
373,1,1,1,0.35,0.35,0.35,0.35,0.35,1,0.461,0.461,0.461,0.461,0.461,0.108,1,1
374,1,1,1,0.26,0.26,0.26,0.26,0.26,1,0.395,0.395,0.395,0.395,0.395,0.099,1,1
375,1,1,1,0.171,0.171,0.171,0.171,0.171,1,0.289,0.289,0.289,0.289,0.289,0.058,1,1
376,1,1,1,0.079,0.079,0.079,0.079,0.079,1,0.157,0.157,0.157,0.157,0.157,0.016,1,1
377,1,1,1,0.008,0.008,0.008,0.008,0.008,1,0.037,0.037,0.037,0.037,0.037,0.008,1,1
378,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.025,1,1
379,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.052,1,1
380,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.054,1,1
381,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.042,1,1
382,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.025,1,1
383,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.017,1,1
384,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.032,1,1
385,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.059,1,1
386,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.072,1,1
387,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.056,1,1
388,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.038,1,1
389,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.028,1,1
390,1,1,1,0.038,0.038,0.038,0.038,0.038,1,0.019,0.019,0.019,0.019,0.019,0.026,1,1
391,1,1,1,0.135,0.135,0.135,0.135,0.135,1,0.126,0.126,0.126,0.126,0.126,0.004,1,1
392,1,1,1,0.275,0.275,0.275,0.275,0.275,1,0.274,0.274,0.274,0.274,0.274,0,1,1
393,1,1,1,0.357,0.357,0.357,0.357,0.357,1,0.404,0.404,0.404,0.404,0.404,0.001,1,1
394,1,1,1,0.453,0.453,0.453,0.453,0.453,1,0.5,0.5,0.5,0.5,0.5,0,1,1
395,1,1,1,0.451,0.451,0.451,0.451,0.451,1,0.554,0.554,0.554,0.554,0.554,0.001,1,1
396,1,1,1,0.369,0.369,0.369,0.369,0.369,1,0.56,0.56,0.56,0.56,0.56,0.001,1,1
397,1,1,1,0.288,0.288,0.288,0.288,0.288,1,0.516,0.516,0.516,0.516,0.516,0.003,1,1
398,1,1,1,0.215,0.215,0.215,0.215,0.215,1,0.429,0.429,0.429,0.429,0.429,0.005,1,1
399,1,1,1,0.13,0.13,0.13,0.13,0.13,1,0.294,0.294,0.294,0.294,0.294,0.002,1,1
400,1,1,1,0.056,0.056,0.056,0.056,0.056,1,0.155,0.155,0.155,0.155,0.155,0,1,1
401,1,1,1,0.004,0.004,0.004,0.004,0.004,1,0.032,0.032,0.032,0.032,0.032,0,1,1
402,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
403,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.002,1,1
404,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.006,1,1
405,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.006,1,1
406,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.004,1,1
407,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.002,1,1
408,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.001,1,1
409,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.002,1,1
410,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.002,1,1
411,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.003,1,1
412,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.004,1,1
413,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.008,1,1
414,1,1,1,0.049,0.049,0.049,0.049,0.049,1,0.008,0.008,0.008,0.008,0.008,0.016,1,1
415,1,1,1,0.156,0.156,0.156,0.156,0.156,1,0.066,0.066,0.066,0.066,0.066,0.011,1,1
416,1,1,1,0.319,0.319,0.319,0.319,0.319,1,0.157,0.157,0.157,0.157,0.157,0,1,1
417,1,1,1,0.43,0.43,0.43,0.43,0.43,1,0.258,0.258,0.258,0.258,0.258,0,1,1
418,1,1,1,0.534,0.534,0.534,0.534,0.534,1,0.357,0.357,0.357,0.357,0.357,0,1,1
419,1,1,1,0.573,0.573,0.573,0.573,0.573,1,0.451,0.451,0.451,0.451,0.451,0,1,1
420,1,1,1,0.561,0.561,0.561,0.561,0.561,1,0.507,0.507,0.507,0.507,0.507,0,1,1
421,1,1,1,0.492,0.492,0.492,0.492,0.492,1,0.51,0.51,0.51,0.51,0.51,0,1,1
422,1,1,1,0.385,0.385,0.385,0.385,0.385,1,0.45,0.45,0.45,0.45,0.45,0,1,1
423,1,1,1,0.262,0.262,0.262,0.262,0.262,1,0.338,0.338,0.338,0.338,0.338,0,1,1
424,1,1,1,0.106,0.106,0.106,0.106,0.106,1,0.189,0.189,0.189,0.189,0.189,0,1,1
425,1,1,1,0.015,0.015,0.015,0.015,0.015,1,0.05,0.05,0.05,0.05,0.05,0,1,1
426,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
427,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
428,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
429,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.001,1,1
430,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.008,1,1
431,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.035,1,1
432,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.061,1,1
433,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.051,1,1
434,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.036,1,1
435,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.031,1,1
436,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.031,1,1
437,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.03,1,1
438,1,1,1,0.033,0.033,0.033,0.033,0.033,1,0.009,0.009,0.009,0.009,0.009,0.025,1,1
439,1,1,1,0.118,0.118,0.118,0.118,0.118,1,0.073,0.073,0.073,0.073,0.073,0.008,1,1
440,1,1,1,0.239,0.239,0.239,0.239,0.239,1,0.193,0.193,0.193,0.193,0.193,0,1,1
441,1,1,1,0.365,0.365,0.365,0.365,0.365,1,0.348,0.348,0.348,0.348,0.348,0.001,1,1
442,1,1,1,0.503,0.503,0.503,0.503,0.503,1,0.458,0.458,0.458,0.458,0.458,0,1,1
443,1,1,1,0.562,0.562,0.562,0.562,0.562,1,0.531,0.531,0.531,0.531,0.531,0,1,1
444,1,1,1,0.548,0.548,0.548,0.548,0.548,1,0.556,0.556,0.556,0.556,0.556,0,1,1
445,1,1,1,0.495,0.495,0.495,0.495,0.495,1,0.526,0.526,0.526,0.526,0.526,0,1,1
446,1,1,1,0.375,0.375,0.375,0.375,0.375,1,0.444,0.444,0.444,0.444,0.444,0,1,1
447,1,1,1,0.251,0.251,0.251,0.251,0.251,1,0.3,0.3,0.3,0.3,0.3,0,1,1
448,1,1,1,0.116,0.116,0.116,0.116,0.116,1,0.161,0.161,0.161,0.161,0.161,0,1,1
449,1,1,1,0.011,0.011,0.011,0.011,0.011,1,0.041,0.041,0.041,0.041,0.041,0,1,1
450,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
451,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.003,1,1
452,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.01,1,1
453,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.01,1,1
454,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.004,1,1
455,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.004,1,1
456,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.011,1,1
457,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.011,1,1
458,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.008,1,1
459,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.006,1,1
460,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.005,1,1
461,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.005,1,1
462,1,1,1,0.018,0.018,0.018,0.018,0.018,1,0.007,0.007,0.007,0.007,0.007,0.003,1,1
463,1,1,1,0.089,0.089,0.089,0.089,0.089,1,0.049,0.049,0.049,0.049,0.049,0.003,1,1
464,1,1,1,0.183,0.183,0.183,0.183,0.183,1,0.088,0.088,0.088,0.088,0.088,0.003,1,1
465,1,1,1,0.26,0.26,0.26,0.26,0.26,1,0.118,0.118,0.118,0.118,0.118,0.003,1,1
466,1,1,1,0.307,0.307,0.307,0.307,0.307,1,0.135,0.135,0.135,0.135,0.135,0.004,1,1
467,1,1,1,0.352,0.352,0.352,0.352,0.352,1,0.152,0.152,0.152,0.152,0.152,0.008,1,1
468,1,1,1,0.314,0.314,0.314,0.314,0.314,1,0.164,0.164,0.164,0.164,0.164,0.011,1,1
469,1,1,1,0.255,0.255,0.255,0.255,0.255,1,0.162,0.162,0.162,0.162,0.162,0.012,1,1
470,1,1,1,0.168,0.168,0.168,0.168,0.168,1,0.145,0.145,0.145,0.145,0.145,0.012,1,1
471,1,1,1,0.102,0.102,0.102,0.102,0.102,1,0.115,0.115,0.115,0.115,0.115,0.008,1,1
472,1,1,1,0.045,0.045,0.045,0.045,0.045,1,0.061,0.061,0.061,0.061,0.061,0.007,1,1
473,1,1,1,0.004,0.004,0.004,0.004,0.004,1,0.015,0.015,0.015,0.015,0.015,0.014,1,1
474,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.043,1,1
475,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.065,1,1
476,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.074,1,1
477,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.06,1,1
478,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.042,1,1
479,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.024,1,1
480,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.017,1,1
481,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.018,1,1
482,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.016,1,1
483,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.011,1,1
484,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.008,1,1
485,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.008,1,1
486,1,1,1,0.031,0.031,0.031,0.031,0.031,1,0.012,0.012,0.012,0.012,0.012,0.009,1,1
487,1,1,1,0.115,0.115,0.115,0.115,0.115,1,0.081,0.081,0.081,0.081,0.081,0.005,1,1
488,1,1,1,0.257,0.257,0.257,0.257,0.257,1,0.184,0.184,0.184,0.184,0.184,0,1,1
489,1,1,1,0.393,0.393,0.393,0.393,0.393,1,0.303,0.303,0.303,0.303,0.303,0.001,1,1
490,1,1,1,0.472,0.472,0.472,0.472,0.472,1,0.412,0.412,0.412,0.412,0.412,0.001,1,1
491,1,1,1,0.51,0.51,0.51,0.51,0.51,1,0.465,0.465,0.465,0.465,0.465,0.001,1,1
492,1,1,1,0.482,0.482,0.482,0.482,0.482,1,0.479,0.479,0.479,0.479,0.479,0.004,1,1
493,1,1,1,0.428,0.428,0.428,0.428,0.428,1,0.407,0.407,0.407,0.407,0.407,0.006,1,1
494,1,1,1,0.334,0.334,0.334,0.334,0.334,1,0.245,0.245,0.245,0.245,0.245,0.004,1,1
495,1,1,1,0.213,0.213,0.213,0.213,0.213,1,0.129,0.129,0.129,0.129,0.129,0.001,1,1
496,1,1,1,0.104,0.104,0.104,0.104,0.104,1,0.056,0.056,0.056,0.056,0.056,0,1,1
497,1,1,1,0.014,0.014,0.014,0.014,0.014,1,0.01,0.01,0.01,0.01,0.01,0.005,1,1
498,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.021,1,1
499,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.042,1,1
500,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.046,1,1
501,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.045,1,1
502,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.037,1,1
503,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.032,1,1
504,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.02,1,1
505,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.014,1,1
506,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.016,1,1
507,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.017,1,1
508,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.015,1,1
509,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.012,1,1
510,1,1,1,0.029,0.029,0.029,0.029,0.029,1,0.011,0.011,0.011,0.011,0.011,0.013,1,1
511,1,1,1,0.106,0.106,0.106,0.106,0.106,1,0.065,0.065,0.065,0.065,0.065,0.004,1,1
512,1,1,1,0.188,0.188,0.188,0.188,0.188,1,0.141,0.141,0.141,0.141,0.141,0.001,1,1
513,1,1,1,0.238,0.238,0.238,0.238,0.238,1,0.227,0.227,0.227,0.227,0.227,0.002,1,1
514,1,1,1,0.312,0.312,0.312,0.312,0.312,1,0.277,0.277,0.277,0.277,0.277,0.006,1,1
515,1,1,1,0.342,0.342,0.342,0.342,0.342,1,0.299,0.299,0.299,0.299,0.299,0.011,1,1
516,1,1,1,0.35,0.35,0.35,0.35,0.35,1,0.283,0.283,0.283,0.283,0.283,0.012,1,1
517,1,1,1,0.327,0.327,0.327,0.327,0.327,1,0.215,0.215,0.215,0.215,0.215,0.005,1,1
518,1,1,1,0.223,0.223,0.223,0.223,0.223,1,0.169,0.169,0.169,0.169,0.169,0.002,1,1
519,1,1,1,0.115,0.115,0.115,0.115,0.115,1,0.13,0.13,0.13,0.13,0.13,0.001,1,1
520,1,1,1,0.044,0.044,0.044,0.044,0.044,1,0.087,0.087,0.087,0.087,0.087,0,1,1
521,1,1,1,0.004,0.004,0.004,0.004,0.004,1,0.025,0.025,0.025,0.025,0.025,0,1,1
522,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.004,1,1
523,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.019,1,1
524,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.029,1,1
525,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.02,1,1
526,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.017,1,1
527,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.02,1,1
528,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.032,1,1
529,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.037,1,1
530,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.031,1,1
531,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.012,1,1
532,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.003,1,1
533,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.001,1,1
534,1,1,1,0.018,0.018,0.018,0.018,0.018,1,0.027,0.027,0.027,0.027,0.027,0.001,1,1
535,1,1,1,0.06,0.06,0.06,0.06,0.06,1,0.147,0.147,0.147,0.147,0.147,0,1,1
536,1,1,1,0.121,0.121,0.121,0.121,0.121,1,0.273,0.273,0.273,0.273,0.273,0.001,1,1
537,1,1,1,0.199,0.199,0.199,0.199,0.199,1,0.362,0.362,0.362,0.362,0.362,0.001,1,1
