r_id,amamapare_port_power_station_unit_1,amamapare_port_power_station_unit_2,amamapare_port_power_station_unit_3,amamapare_port_power_station_solar,amamapare_port_power_station_solar,amamapare_port_power_station_solar,amamapare_port_power_station_solar,amamapare_port_power_station_solar,bp_berau_ltd,bp_berau_ltd_solar,bp_berau_ltd_solar,bp_berau_ltd_solar,bp_berau_ltd_solar,bp_berau_ltd_solar,bp_berau_ltd_wind,amamapare_port_power_station_battery,bp_berau_ltd_battery
808,1,1,1,0.075,0.075,0.075,0.075,0.075,1,0.12,0.12,0.12,0.12,0.12,0.008,1,1
809,1,1,1,0.007,0.007,0.007,0.007,0.007,1,0.025,0.025,0.025,0.025,0.025,0.009,1,1
810,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.035,1,1
811,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.045,1,1
812,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.043,1,1
813,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.025,1,1
814,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.01,1,1
815,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.011,1,1
816,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.018,1,1
817,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.018,1,1
818,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.019,1,1
819,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.014,1,1
820,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.008,1,1
821,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.006,1,1
822,1,1,1,0.021,0.021,0.021,0.021,0.021,1,0.021,0.021,0.021,0.021,0.021,0.006,1,1
823,1,1,1,0.09,0.09,0.09,0.09,0.09,1,0.149,0.149,0.149,0.149,0.149,0,1,1
824,1,1,1,0.203,0.203,0.203,0.203,0.203,1,0.308,0.308,0.308,0.308,0.308,0,1,1
825,1,1,1,0.302,0.302,0.302,0.302,0.302,1,0.435,0.435,0.435,0.435,0.435,0,1,1
826,1,1,1,0.361,0.361,0.361,0.361,0.361,1,0.537,0.537,0.537,0.537,0.537,0.001,1,1
827,1,1,1,0.347,0.347,0.347,0.347,0.347,1,0.597,0.597,0.597,0.597,0.597,0.002,1,1
828,1,1,1,0.295,0.295,0.295,0.295,0.295,1,0.61,0.61,0.61,0.61,0.61,0.003,1,1
829,1,1,1,0.229,0.229,0.229,0.229,0.229,1,0.571,0.571,0.571,0.571,0.571,0.008,1,1
830,1,1,1,0.164,0.164,0.164,0.164,0.164,1,0.481,0.481,0.481,0.481,0.481,0.011,1,1
831,1,1,1,0.097,0.097,0.097,0.097,0.097,1,0.351,0.351,0.351,0.351,0.351,0.006,1,1
832,1,1,1,0.038,0.038,0.038,0.038,0.038,1,0.194,0.194,0.194,0.194,0.194,0,1,1
833,1,1,1,0.002,0.002,0.002,0.002,0.002,1,0.046,0.046,0.046,0.046,0.046,0,1,1
834,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.001,1,1
835,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.007,1,1
836,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.016,1,1
837,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.02,1,1
838,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.021,1,1
839,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.025,1,1
840,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.022,1,1
841,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.048,1,1
842,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.047,1,1
843,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.046,1,1
844,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.05,1,1
845,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.057,1,1
846,1,1,1,0.083,0.083,0.083,0.083,0.083,1,0.026,0.026,0.026,0.026,0.026,0.052,1,1
847,1,1,1,0.243,0.243,0.243,0.243,0.243,1,0.149,0.149,0.149,0.149,0.149,0.007,1,1
848,1,1,1,0.403,0.403,0.403,0.403,0.403,1,0.281,0.281,0.281,0.281,0.281,0.008,1,1
849,1,1,1,0.53,0.53,0.53,0.53,0.53,1,0.394,0.394,0.394,0.394,0.394,0.01,1,1
850,1,1,1,0.612,0.612,0.612,0.612,0.612,1,0.482,0.482,0.482,0.482,0.482,0.016,1,1
851,1,1,1,0.643,0.643,0.643,0.643,0.643,1,0.529,0.529,0.529,0.529,0.529,0.026,1,1
852,1,1,1,0.626,0.626,0.626,0.626,0.626,1,0.532,0.532,0.532,0.532,0.532,0.033,1,1
853,1,1,1,0.559,0.559,0.559,0.559,0.559,1,0.477,0.477,0.477,0.477,0.477,0.037,1,1
854,1,1,1,0.444,0.444,0.444,0.444,0.444,1,0.395,0.395,0.395,0.395,0.395,0.028,1,1
855,1,1,1,0.289,0.289,0.289,0.289,0.289,1,0.29,0.29,0.29,0.29,0.29,0.01,1,1
856,1,1,1,0.131,0.131,0.131,0.131,0.131,1,0.166,0.166,0.166,0.166,0.166,0.001,1,1
857,1,1,1,0.017,0.017,0.017,0.017,0.017,1,0.038,0.038,0.038,0.038,0.038,0.002,1,1
858,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.017,1,1
859,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.038,1,1
860,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.054,1,1
861,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.063,1,1
862,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.054,1,1
863,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.049,1,1
864,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.053,1,1
865,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.06,1,1
866,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.055,1,1
867,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.048,1,1
868,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.045,1,1
869,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.045,1,1
870,1,1,1,0.048,0.048,0.048,0.048,0.048,1,0.029,0.029,0.029,0.029,0.029,0.051,1,1
871,1,1,1,0.168,0.168,0.168,0.168,0.168,1,0.157,0.157,0.157,0.157,0.157,0.012,1,1
872,1,1,1,0.346,0.346,0.346,0.346,0.346,1,0.303,0.303,0.303,0.303,0.303,0.026,1,1
873,1,1,1,0.465,0.465,0.465,0.465,0.465,1,0.43,0.43,0.43,0.43,0.43,0.036,1,1
874,1,1,1,0.534,0.534,0.534,0.534,0.534,1,0.524,0.524,0.524,0.524,0.524,0.048,1,1
875,1,1,1,0.548,0.548,0.548,0.548,0.548,1,0.573,0.573,0.573,0.573,0.573,0.066,1,1
876,1,1,1,0.505,0.505,0.505,0.505,0.505,1,0.57,0.57,0.57,0.57,0.57,0.086,1,1
877,1,1,1,0.34,0.34,0.34,0.34,0.34,1,0.526,0.526,0.526,0.526,0.526,0.094,1,1
878,1,1,1,0.241,0.241,0.241,0.241,0.241,1,0.436,0.436,0.436,0.436,0.436,0.076,1,1
879,1,1,1,0.15,0.15,0.15,0.15,0.15,1,0.307,0.307,0.307,0.307,0.307,0.042,1,1
880,1,1,1,0.066,0.066,0.066,0.066,0.066,1,0.161,0.161,0.161,0.161,0.161,0.017,1,1
881,1,1,1,0.006,0.006,0.006,0.006,0.006,1,0.036,0.036,0.036,0.036,0.036,0.021,1,1
882,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.056,1,1
883,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.082,1,1
884,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.073,1,1
885,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.045,1,1
886,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.039,1,1
887,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.037,1,1
888,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.04,1,1
889,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.047,1,1
890,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.061,1,1
891,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.062,1,1
892,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.049,1,1
893,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.041,1,1
894,1,1,1,0.043,0.043,0.043,0.043,0.043,1,0.027,0.027,0.027,0.027,0.027,0.03,1,1
895,1,1,1,0.179,0.179,0.179,0.179,0.179,1,0.153,0.153,0.153,0.153,0.153,0.005,1,1
896,1,1,1,0.342,0.342,0.342,0.342,0.342,1,0.293,0.293,0.293,0.293,0.293,0.006,1,1
897,1,1,1,0.465,0.465,0.465,0.465,0.465,1,0.416,0.416,0.416,0.416,0.416,0.01,1,1
898,1,1,1,0.538,0.538,0.538,0.538,0.538,1,0.503,0.503,0.503,0.503,0.503,0.015,1,1
899,1,1,1,0.57,0.57,0.57,0.57,0.57,1,0.545,0.545,0.545,0.545,0.545,0.026,1,1
900,1,1,1,0.57,0.57,0.57,0.57,0.57,1,0.547,0.547,0.547,0.547,0.547,0.044,1,1
901,1,1,1,0.53,0.53,0.53,0.53,0.53,1,0.511,0.511,0.511,0.511,0.511,0.058,1,1
902,1,1,1,0.436,0.436,0.436,0.436,0.436,1,0.429,0.429,0.429,0.429,0.429,0.05,1,1
903,1,1,1,0.294,0.294,0.294,0.294,0.294,1,0.312,0.312,0.312,0.312,0.312,0.03,1,1
904,1,1,1,0.133,0.133,0.133,0.133,0.133,1,0.175,0.175,0.175,0.175,0.175,0.012,1,1
905,1,1,1,0.017,0.017,0.017,0.017,0.017,1,0.042,0.042,0.042,0.042,0.042,0.01,1,1
906,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.038,1,1
907,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.065,1,1
908,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.067,1,1
909,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.061,1,1
910,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.06,1,1
911,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.067,1,1
912,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.064,1,1
913,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.062,1,1
914,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.075,1,1
915,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.087,1,1
916,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.09,1,1
917,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.083,1,1
918,1,1,1,0.052,0.052,0.052,0.052,0.052,1,0.026,0.026,0.026,0.026,0.026,0.069,1,1
919,1,1,1,0.188,0.188,0.188,0.188,0.188,1,0.14,0.14,0.14,0.14,0.14,0.01,1,1
920,1,1,1,0.357,0.357,0.357,0.357,0.357,1,0.271,0.271,0.271,0.271,0.271,0.012,1,1
921,1,1,1,0.487,0.487,0.487,0.487,0.487,1,0.382,0.382,0.382,0.382,0.382,0.016,1,1
922,1,1,1,0.563,0.563,0.563,0.563,0.563,1,0.463,0.463,0.463,0.463,0.463,0.02,1,1
923,1,1,1,0.583,0.583,0.583,0.583,0.583,1,0.505,0.505,0.505,0.505,0.505,0.026,1,1
924,1,1,1,0.535,0.535,0.535,0.535,0.535,1,0.526,0.526,0.526,0.526,0.526,0.041,1,1
925,1,1,1,0.466,0.466,0.466,0.466,0.466,1,0.485,0.485,0.485,0.485,0.485,0.054,1,1
926,1,1,1,0.334,0.334,0.334,0.334,0.334,1,0.428,0.428,0.428,0.428,0.428,0.056,1,1
927,1,1,1,0.203,0.203,0.203,0.203,0.203,1,0.321,0.321,0.321,0.321,0.321,0.044,1,1
928,1,1,1,0.085,0.085,0.085,0.085,0.085,1,0.177,0.177,0.177,0.177,0.177,0.023,1,1
929,1,1,1,0.008,0.008,0.008,0.008,0.008,1,0.042,0.042,0.042,0.042,0.042,0.02,1,1
930,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.036,1,1
931,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.053,1,1
932,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.056,1,1
933,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.049,1,1
934,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.047,1,1
935,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.05,1,1
936,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.054,1,1
937,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.056,1,1
938,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.057,1,1
939,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.055,1,1
940,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.05,1,1
941,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.042,1,1
942,1,1,1,0.021,0.021,0.021,0.021,0.021,1,0.032,0.032,0.032,0.032,0.032,0.035,1,1
943,1,1,1,0.088,0.088,0.088,0.088,0.088,1,0.165,0.165,0.165,0.165,0.165,0.003,1,1
944,1,1,1,0.164,0.164,0.164,0.164,0.164,1,0.314,0.314,0.314,0.314,0.314,0.009,1,1
945,1,1,1,0.225,0.225,0.225,0.225,0.225,1,0.436,0.436,0.436,0.436,0.436,0.015,1,1
946,1,1,1,0.29,0.29,0.29,0.29,0.29,1,0.527,0.527,0.527,0.527,0.527,0.02,1,1
947,1,1,1,0.364,0.364,0.364,0.364,0.364,1,0.572,0.572,0.572,0.572,0.572,0.026,1,1
948,1,1,1,0.419,0.419,0.419,0.419,0.419,1,0.573,0.573,0.573,0.573,0.573,0.04,1,1
949,1,1,1,0.423,0.423,0.423,0.423,0.423,1,0.514,0.514,0.514,0.514,0.514,0.052,1,1
950,1,1,1,0.353,0.353,0.353,0.353,0.353,1,0.437,0.437,0.437,0.437,0.437,0.052,1,1
951,1,1,1,0.235,0.235,0.235,0.235,0.235,1,0.318,0.318,0.318,0.318,0.318,0.027,1,1
952,1,1,1,0.111,0.111,0.111,0.111,0.111,1,0.173,0.173,0.173,0.173,0.173,0.01,1,1
953,1,1,1,0.013,0.013,0.013,0.013,0.013,1,0.04,0.04,0.04,0.04,0.04,0.009,1,1
954,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.03,1,1
955,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.061,1,1
956,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.069,1,1
957,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.068,1,1
958,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.064,1,1
959,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.065,1,1
960,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.069,1,1
961,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.071,1,1
962,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.066,1,1
963,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.061,1,1
964,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.057,1,1
965,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.051,1,1
966,1,1,1,0.059,0.059,0.059,0.059,0.059,1,0.03,0.03,0.03,0.03,0.03,0.045,1,1
967,1,1,1,0.193,0.193,0.193,0.193,0.193,1,0.158,0.158,0.158,0.158,0.158,0.004,1,1
968,1,1,1,0.316,0.316,0.316,0.316,0.316,1,0.306,0.306,0.306,0.306,0.306,0.002,1,1
969,1,1,1,0.402,0.402,0.402,0.402,0.402,1,0.434,0.434,0.434,0.434,0.434,0.008,1,1
970,1,1,1,0.425,0.425,0.425,0.425,0.425,1,0.524,0.524,0.524,0.524,0.524,0.014,1,1
971,1,1,1,0.423,0.423,0.423,0.423,0.423,1,0.572,0.572,0.572,0.572,0.572,0.017,1,1
972,1,1,1,0.376,0.376,0.376,0.376,0.376,1,0.573,0.573,0.573,0.573,0.573,0.019,1,1
973,1,1,1,0.298,0.298,0.298,0.298,0.298,1,0.532,0.532,0.532,0.532,0.532,0.023,1,1
974,1,1,1,0.197,0.197,0.197,0.197,0.197,1,0.437,0.437,0.437,0.437,0.437,0.021,1,1
975,1,1,1,0.101,0.101,0.101,0.101,0.101,1,0.316,0.316,0.316,0.316,0.316,0.014,1,1
976,1,1,1,0.038,0.038,0.038,0.038,0.038,1,0.17,0.17,0.17,0.17,0.17,0.006,1,1
977,1,1,1,0.002,0.002,0.002,0.002,0.002,1,0.039,0.039,0.039,0.039,0.039,0.005,1,1
978,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.026,1,1
979,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.054,1,1
980,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.068,1,1
981,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.061,1,1
982,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.044,1,1
983,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.039,1,1
984,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.045,1,1
985,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.055,1,1
986,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.059,1,1
987,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.051,1,1
988,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.045,1,1
989,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.041,1,1
990,1,1,1,0.024,0.024,0.024,0.024,0.024,1,0.032,0.032,0.032,0.032,0.032,0.034,1,1
991,1,1,1,0.097,0.097,0.097,0.097,0.097,1,0.161,0.161,0.161,0.161,0.161,0.003,1,1
992,1,1,1,0.171,0.171,0.171,0.171,0.171,1,0.311,0.311,0.311,0.311,0.311,0.001,1,1
993,1,1,1,0.227,0.227,0.227,0.227,0.227,1,0.44,0.44,0.44,0.44,0.44,0.001,1,1
994,1,1,1,0.262,0.262,0.262,0.262,0.262,1,0.531,0.531,0.531,0.531,0.531,0.001,1,1
995,1,1,1,0.303,0.303,0.303,0.303,0.303,1,0.577,0.577,0.577,0.577,0.577,0,1,1
996,1,1,1,0.285,0.285,0.285,0.285,0.285,1,0.578,0.578,0.578,0.578,0.578,0,1,1
997,1,1,1,0.235,0.235,0.235,0.235,0.235,1,0.535,0.535,0.535,0.535,0.535,0,1,1
998,1,1,1,0.171,0.171,0.171,0.171,0.171,1,0.449,0.449,0.449,0.449,0.449,0,1,1
999,1,1,1,0.1,0.1,0.1,0.1,0.1,1,0.319,0.319,0.319,0.319,0.319,0,1,1
1000,1,1,1,0.041,0.041,0.041,0.041,0.041,1,0.172,0.172,0.172,0.172,0.172,0,1,1
1001,1,1,1,0.003,0.003,0.003,0.003,0.003,1,0.04,0.04,0.04,0.04,0.04,0,1,1
1002,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1003,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1004,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1005,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1006,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1007,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1008,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.001,1,1
1009,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.087,1,1
1010,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.074,1,1
1011,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.069,1,1
1012,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.063,1,1
1013,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.052,1,1
1014,1,1,1,0.016,0.016,0.016,0.016,0.016,1,0.017,0.017,0.017,0.017,0.017,0.043,1,1
1015,1,1,1,0.085,0.085,0.085,0.085,0.085,1,0.113,0.113,0.113,0.113,0.113,0.005,1,1
1016,1,1,1,0.177,0.177,0.177,0.177,0.177,1,0.224,0.224,0.224,0.224,0.224,0.001,1,1
1017,1,1,1,0.247,0.247,0.247,0.247,0.247,1,0.327,0.327,0.327,0.327,0.327,0.006,1,1
1018,1,1,1,0.324,0.324,0.324,0.324,0.324,1,0.415,0.415,0.415,0.415,0.415,0.01,1,1
1019,1,1,1,0.332,0.332,0.332,0.332,0.332,1,0.487,0.487,0.487,0.487,0.487,0.011,1,1
1020,1,1,1,0.31,0.31,0.31,0.31,0.31,1,0.526,0.526,0.526,0.526,0.526,0.008,1,1
1021,1,1,1,0.258,0.258,0.258,0.258,0.258,1,0.515,0.515,0.515,0.515,0.515,0.004,1,1
1022,1,1,1,0.196,0.196,0.196,0.196,0.196,1,0.46,0.46,0.46,0.46,0.46,0.002,1,1
1023,1,1,1,0.125,0.125,0.125,0.125,0.125,1,0.324,0.324,0.324,0.324,0.324,0.002,1,1
1024,1,1,1,0.057,0.057,0.057,0.057,0.057,1,0.184,0.184,0.184,0.184,0.184,0.001,1,1
1025,1,1,1,0.004,0.004,0.004,0.004,0.004,1,0.043,0.043,0.043,0.043,0.043,0.003,1,1
1026,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.011,1,1
1027,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.017,1,1
1028,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.021,1,1
1029,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.019,1,1
1030,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.02,1,1
1031,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.021,1,1
1032,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.021,1,1
1033,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.025,1,1
1034,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.03,1,1
1035,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.031,1,1
1036,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.035,1,1
1037,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.037,1,1
1038,1,1,1,0.035,0.035,0.035,0.035,0.035,1,0.021,0.021,0.021,0.021,0.021,0.033,1,1
1039,1,1,1,0.125,0.125,0.125,0.125,0.125,1,0.148,0.148,0.148,0.148,0.148,0.004,1,1
1040,1,1,1,0.232,0.232,0.232,0.232,0.232,1,0.304,0.304,0.304,0.304,0.304,0.018,1,1
1041,1,1,1,0.306,0.306,0.306,0.306,0.306,1,0.437,0.437,0.437,0.437,0.437,0.027,1,1
1042,1,1,1,0.355,0.355,0.355,0.355,0.355,1,0.521,0.521,0.521,0.521,0.521,0.029,1,1
1043,1,1,1,0.354,0.354,0.354,0.354,0.354,1,0.555,0.555,0.555,0.555,0.555,0.03,1,1
1044,1,1,1,0.327,0.327,0.327,0.327,0.327,1,0.549,0.549,0.549,0.549,0.549,0.031,1,1
1045,1,1,1,0.282,0.282,0.282,0.282,0.282,1,0.51,0.51,0.51,0.51,0.51,0.03,1,1
1046,1,1,1,0.23,0.23,0.23,0.23,0.23,1,0.418,0.418,0.418,0.418,0.418,0.022,1,1
1047,1,1,1,0.161,0.161,0.161,0.161,0.161,1,0.28,0.28,0.28,0.28,0.28,0.011,1,1
1048,1,1,1,0.074,0.074,0.074,0.074,0.074,1,0.146,0.146,0.146,0.146,0.146,0.005,1,1
1049,1,1,1,0.006,0.006,0.006,0.006,0.006,1,0.028,0.028,0.028,0.028,0.028,0.011,1,1
1050,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.034,1,1
1051,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.054,1,1
1052,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.049,1,1
1053,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.041,1,1
1054,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.041,1,1
1055,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.04,1,1
1056,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.038,1,1
1057,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.035,1,1
1058,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.036,1,1
1059,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.039,1,1
1060,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.042,1,1
1061,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.045,1,1
1062,1,1,1,0.042,0.042,0.042,0.042,0.042,1,0.017,0.017,0.017,0.017,0.017,0.042,1,1
1063,1,1,1,0.139,0.139,0.139,0.139,0.139,1,0.117,0.117,0.117,0.117,0.117,0.011,1,1
1064,1,1,1,0.228,0.228,0.228,0.228,0.228,1,0.247,0.247,0.247,0.247,0.247,0.043,1,1
1065,1,1,1,0.287,0.287,0.287,0.287,0.287,1,0.382,0.382,0.382,0.382,0.382,0.087,1,1
1066,1,1,1,0.343,0.343,0.343,0.343,0.343,1,0.505,0.505,0.505,0.505,0.505,0.104,1,1
1067,1,1,1,0.374,0.374,0.374,0.374,0.374,1,0.569,0.569,0.569,0.569,0.569,0.102,1,1
1068,1,1,1,0.332,0.332,0.332,0.332,0.332,1,0.598,0.598,0.598,0.598,0.598,0.085,1,1
1069,1,1,1,0.245,0.245,0.245,0.245,0.245,1,0.555,0.555,0.555,0.555,0.555,0.07,1,1
1070,1,1,1,0.164,0.164,0.164,0.164,0.164,1,0.429,0.429,0.429,0.429,0.429,0.053,1,1
1071,1,1,1,0.093,0.093,0.093,0.093,0.093,1,0.308,0.308,0.308,0.308,0.308,0.037,1,1
1072,1,1,1,0.034,0.034,0.034,0.034,0.034,1,0.178,0.178,0.178,0.178,0.178,0.017,1,1
1073,1,1,1,0.001,0.001,0.001,0.001,0.001,1,0.046,0.046,0.046,0.046,0.046,0.018,1,1
1074,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.036,1,1
1075,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.049,1,1
