r_id,amamapare_port_power_station_unit_1,amamapare_port_power_station_unit_2,amamapare_port_power_station_unit_3,amamapare_port_power_station_solar,amamapare_port_power_station_solar,amamapare_port_power_station_solar,amamapare_port_power_station_solar,amamapare_port_power_station_solar,bp_berau_ltd,bp_berau_ltd_solar,bp_berau_ltd_solar,bp_berau_ltd_solar,bp_berau_ltd_solar,bp_berau_ltd_solar,bp_berau_ltd_wind,amamapare_port_power_station_battery,bp_berau_ltd_battery
1076,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.057,1,1
1077,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.039,1,1
1078,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.027,1,1
1079,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.022,1,1
1080,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.019,1,1
1081,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.016,1,1
1082,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.017,1,1
1083,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.023,1,1
1084,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.028,1,1
1085,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.032,1,1
1086,1,1,1,0.023,0.023,0.023,0.023,0.023,1,0.012,0.012,0.012,0.012,0.012,0.039,1,1
1087,1,1,1,0.115,0.115,0.115,0.115,0.115,1,0.091,0.091,0.091,0.091,0.091,0.009,1,1
1088,1,1,1,0.242,0.242,0.242,0.242,0.242,1,0.193,0.193,0.193,0.193,0.193,0.025,1,1
1089,1,1,1,0.361,0.361,0.361,0.361,0.361,1,0.305,0.305,0.305,0.305,0.305,0.061,1,1
1090,1,1,1,0.432,0.432,0.432,0.432,0.432,1,0.433,0.433,0.433,0.433,0.433,0.077,1,1
1091,1,1,1,0.404,0.404,0.404,0.404,0.404,1,0.532,0.532,0.532,0.532,0.532,0.084,1,1
1092,1,1,1,0.342,0.342,0.342,0.342,0.342,1,0.537,0.537,0.537,0.537,0.537,0.073,1,1
1093,1,1,1,0.296,0.296,0.296,0.296,0.296,1,0.488,0.488,0.488,0.488,0.488,0.049,1,1
1094,1,1,1,0.207,0.207,0.207,0.207,0.207,1,0.369,0.369,0.369,0.369,0.369,0.024,1,1
1095,1,1,1,0.119,0.119,0.119,0.119,0.119,1,0.251,0.251,0.251,0.251,0.251,0.01,1,1
1096,1,1,1,0.043,0.043,0.043,0.043,0.043,1,0.123,0.123,0.123,0.123,0.123,0.01,1,1
1097,1,1,1,0.002,0.002,0.002,0.002,0.002,1,0.024,0.024,0.024,0.024,0.024,0.029,1,1
1098,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.064,1,1
1099,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.073,1,1
1100,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.07,1,1
1101,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.067,1,1
1102,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.054,1,1
1103,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.054,1,1
1104,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.051,1,1
1105,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.051,1,1
1106,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.046,1,1
1107,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.057,1,1
1108,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.046,1,1
1109,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.032,1,1
1110,1,1,1,0.024,0.024,0.024,0.024,0.024,1,0.017,0.017,0.017,0.017,0.017,0.03,1,1
1111,1,1,1,0.106,0.106,0.106,0.106,0.106,1,0.126,0.126,0.126,0.126,0.126,0.002,1,1
1112,1,1,1,0.256,0.256,0.256,0.256,0.256,1,0.284,0.284,0.284,0.284,0.284,0.003,1,1
1113,1,1,1,0.4,0.4,0.4,0.4,0.4,1,0.43,0.43,0.43,0.43,0.43,0.018,1,1
1114,1,1,1,0.471,0.471,0.471,0.471,0.471,1,0.539,0.539,0.539,0.539,0.539,0.017,1,1
1115,1,1,1,0.474,0.474,0.474,0.474,0.474,1,0.57,0.57,0.57,0.57,0.57,0.005,1,1
1116,1,1,1,0.437,0.437,0.437,0.437,0.437,1,0.563,0.563,0.563,0.563,0.563,0.002,1,1
1117,1,1,1,0.29,0.29,0.29,0.29,0.29,1,0.51,0.51,0.51,0.51,0.51,0.001,1,1
1118,1,1,1,0.228,0.228,0.228,0.228,0.228,1,0.428,0.428,0.428,0.428,0.428,0,1,1
1119,1,1,1,0.157,0.157,0.157,0.157,0.157,1,0.302,0.302,0.302,0.302,0.302,0,1,1
1120,1,1,1,0.076,0.076,0.076,0.076,0.076,1,0.158,0.158,0.158,0.158,0.158,0,1,1
1121,1,1,1,0.007,0.007,0.007,0.007,0.007,1,0.026,0.026,0.026,0.026,0.026,0.001,1,1
1122,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.013,1,1
1123,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.02,1,1
1124,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.016,1,1
1125,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.029,1,1
1126,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.032,1,1
1127,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.033,1,1
1128,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.031,1,1
1129,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.031,1,1
1130,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.03,1,1
1131,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.033,1,1
1132,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.036,1,1
1133,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.044,1,1
1134,1,1,1,0.063,0.063,0.063,0.063,0.063,1,0.021,0.021,0.021,0.021,0.021,0.045,1,1
1135,1,1,1,0.213,0.213,0.213,0.213,0.213,1,0.134,0.134,0.134,0.134,0.134,0.01,1,1
1136,1,1,1,0.373,0.373,0.373,0.373,0.373,1,0.276,0.276,0.276,0.276,0.276,0.009,1,1
1137,1,1,1,0.513,0.513,0.513,0.513,0.513,1,0.407,0.407,0.407,0.407,0.407,0.009,1,1
1138,1,1,1,0.603,0.603,0.603,0.603,0.603,1,0.49,0.49,0.49,0.49,0.49,0.004,1,1
1139,1,1,1,0.608,0.608,0.608,0.608,0.608,1,0.533,0.533,0.533,0.533,0.533,0.001,1,1
1140,1,1,1,0.527,0.527,0.527,0.527,0.527,1,0.536,0.536,0.536,0.536,0.536,0,1,1
1141,1,1,1,0.387,0.387,0.387,0.387,0.387,1,0.505,0.505,0.505,0.505,0.505,0,1,1
1142,1,1,1,0.282,0.282,0.282,0.282,0.282,1,0.417,0.417,0.417,0.417,0.417,0,1,1
1143,1,1,1,0.178,0.178,0.178,0.178,0.178,1,0.26,0.26,0.26,0.26,0.26,0,1,1
1144,1,1,1,0.067,0.067,0.067,0.067,0.067,1,0.114,0.114,0.114,0.114,0.114,0,1,1
1145,1,1,1,0.006,0.006,0.006,0.006,0.006,1,0.023,0.023,0.023,0.023,0.023,0,1,1
1146,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1147,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1148,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1149,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1150,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1151,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.001,1,1
1152,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1153,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1154,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.001,1,1
1155,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.005,1,1
1156,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.017,1,1
1157,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.034,1,1
1158,1,1,1,0.052,0.052,0.052,0.052,0.052,1,0.014,0.014,0.014,0.014,0.014,0.032,1,1
1159,1,1,1,0.166,0.166,0.166,0.166,0.166,1,0.094,0.094,0.094,0.094,0.094,0.003,1,1
1160,1,1,1,0.289,0.289,0.289,0.289,0.289,1,0.189,0.189,0.189,0.189,0.189,0,1,1
1161,1,1,1,0.41,0.41,0.41,0.41,0.41,1,0.288,0.288,0.288,0.288,0.288,0.001,1,1
1162,1,1,1,0.473,0.473,0.473,0.473,0.473,1,0.349,0.349,0.349,0.349,0.349,0.001,1,1
1163,1,1,1,0.509,0.509,0.509,0.509,0.509,1,0.402,0.402,0.402,0.402,0.402,0,1,1
1164,1,1,1,0.507,0.507,0.507,0.507,0.507,1,0.452,0.452,0.452,0.452,0.452,0.001,1,1
1165,1,1,1,0.477,0.477,0.477,0.477,0.477,1,0.44,0.44,0.44,0.44,0.44,0.001,1,1
1166,1,1,1,0.357,0.357,0.357,0.357,0.357,1,0.39,0.39,0.39,0.39,0.39,0.002,1,1
1167,1,1,1,0.217,0.217,0.217,0.217,0.217,1,0.291,0.291,0.291,0.291,0.291,0.002,1,1
1168,1,1,1,0.108,0.108,0.108,0.108,0.108,1,0.16,0.16,0.16,0.16,0.16,0,1,1
1169,1,1,1,0.01,0.01,0.01,0.01,0.01,1,0.041,0.041,0.041,0.041,0.041,0.001,1,1
1170,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.011,1,1
1171,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.038,1,1
1172,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.059,1,1
1173,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.061,1,1
1174,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.051,1,1
1175,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.041,1,1
1176,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.034,1,1
1177,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.006,1,1
1178,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.001,1,1
1179,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.002,1,1
1180,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.005,1,1
1181,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.005,1,1
1182,1,1,1,0.033,0.033,0.033,0.033,0.033,1,0.007,0.007,0.007,0.007,0.007,0.005,1,1
1183,1,1,1,0.148,0.148,0.148,0.148,0.148,1,0.061,0.061,0.061,0.061,0.061,0.002,1,1
1184,1,1,1,0.313,0.313,0.313,0.313,0.313,1,0.145,0.145,0.145,0.145,0.145,0,1,1
1185,1,1,1,0.441,0.441,0.441,0.441,0.441,1,0.257,0.257,0.257,0.257,0.257,0,1,1
1186,1,1,1,0.528,0.528,0.528,0.528,0.528,1,0.382,0.382,0.382,0.382,0.382,0,1,1
1187,1,1,1,0.605,0.605,0.605,0.605,0.605,1,0.463,0.463,0.463,0.463,0.463,0,1,1
1188,1,1,1,0.576,0.576,0.576,0.576,0.576,1,0.491,0.491,0.491,0.491,0.491,0,1,1
1189,1,1,1,0.518,0.518,0.518,0.518,0.518,1,0.477,0.477,0.477,0.477,0.477,0.001,1,1
1190,1,1,1,0.383,0.383,0.383,0.383,0.383,1,0.41,0.41,0.41,0.41,0.41,0.003,1,1
1191,1,1,1,0.238,0.238,0.238,0.238,0.238,1,0.285,0.285,0.285,0.285,0.285,0.002,1,1
1192,1,1,1,0.112,0.112,0.112,0.112,0.112,1,0.123,0.123,0.123,0.123,0.123,0.001,1,1
1193,1,1,1,0.011,0.011,0.011,0.011,0.011,1,0.024,0.024,0.024,0.024,0.024,0.001,1,1
1194,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.005,1,1
1195,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.011,1,1
1196,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.017,1,1
1197,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.017,1,1
1198,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.005,1,1
1199,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.003,1,1
1200,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.008,1,1
1201,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.026,1,1
1202,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.043,1,1
1203,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.058,1,1
1204,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.07,1,1
1205,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.074,1,1
1206,1,1,1,0.033,0.033,0.033,0.033,0.033,1,0.007,0.007,0.007,0.007,0.007,0.068,1,1
1207,1,1,1,0.123,0.123,0.123,0.123,0.123,1,0.058,0.058,0.058,0.058,0.058,0.024,1,1
1208,1,1,1,0.215,0.215,0.215,0.215,0.215,1,0.137,0.137,0.137,0.137,0.137,0.002,1,1
1209,1,1,1,0.309,0.309,0.309,0.309,0.309,1,0.224,0.224,0.224,0.224,0.224,0.007,1,1
1210,1,1,1,0.302,0.302,0.302,0.302,0.302,1,0.293,0.293,0.293,0.293,0.293,0.009,1,1
1211,1,1,1,0.32,0.32,0.32,0.32,0.32,1,0.355,0.355,0.355,0.355,0.355,0.008,1,1
1212,1,1,1,0.312,0.312,0.312,0.312,0.312,1,0.379,0.379,0.379,0.379,0.379,0.004,1,1
1213,1,1,1,0.304,0.304,0.304,0.304,0.304,1,0.367,0.367,0.367,0.367,0.367,0.001,1,1
1214,1,1,1,0.222,0.222,0.222,0.222,0.222,1,0.329,0.329,0.329,0.329,0.329,0,1,1
1215,1,1,1,0.134,0.134,0.134,0.134,0.134,1,0.211,0.211,0.211,0.211,0.211,0,1,1
1216,1,1,1,0.059,0.059,0.059,0.059,0.059,1,0.095,0.095,0.095,0.095,0.095,0,1,1
1217,1,1,1,0.004,0.004,0.004,0.004,0.004,1,0.019,0.019,0.019,0.019,0.019,0.002,1,1
1218,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.013,1,1
1219,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.028,1,1
1220,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.035,1,1
1221,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.049,1,1
1222,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.058,1,1
1223,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.055,1,1
1224,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.046,1,1
1225,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.035,1,1
1226,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.027,1,1
1227,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.025,1,1
1228,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.019,1,1
1229,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.009,1,1
1230,1,1,1,0.021,0.021,0.021,0.021,0.021,1,0.017,0.017,0.017,0.017,0.017,0.003,1,1
1231,1,1,1,0.084,0.084,0.084,0.084,0.084,1,0.109,0.109,0.109,0.109,0.109,0,1,1
1232,1,1,1,0.174,0.174,0.174,0.174,0.174,1,0.245,0.245,0.245,0.245,0.245,0,1,1
1233,1,1,1,0.24,0.24,0.24,0.24,0.24,1,0.383,0.383,0.383,0.383,0.383,0.001,1,1
1234,1,1,1,0.292,0.292,0.292,0.292,0.292,1,0.487,0.487,0.487,0.487,0.487,0.001,1,1
1235,1,1,1,0.342,0.342,0.342,0.342,0.342,1,0.545,0.545,0.545,0.545,0.545,0.003,1,1
1236,1,1,1,0.357,0.357,0.357,0.357,0.357,1,0.546,0.546,0.546,0.546,0.546,0.004,1,1
1237,1,1,1,0.307,0.307,0.307,0.307,0.307,1,0.49,0.49,0.49,0.49,0.49,0.004,1,1
1238,1,1,1,0.229,0.229,0.229,0.229,0.229,1,0.384,0.384,0.384,0.384,0.384,0.002,1,1
1239,1,1,1,0.145,0.145,0.145,0.145,0.145,1,0.275,0.275,0.275,0.275,0.275,0,1,1
1240,1,1,1,0.065,0.065,0.065,0.065,0.065,1,0.15,0.15,0.15,0.15,0.15,0,1,1
1241,1,1,1,0.007,0.007,0.007,0.007,0.007,1,0.021,0.021,0.021,0.021,0.021,0,1,1
1242,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.001,1,1
1243,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.001,1,1
1244,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.002,1,1
1245,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.005,1,1
1246,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.012,1,1
1247,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.019,1,1
1248,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.014,1,1
1249,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.007,1,1
1250,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.003,1,1
1251,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.001,1,1
1252,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.001,1,1
1253,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.001,1,1
1254,1,1,1,0.05,0.05,0.05,0.05,0.05,1,0.018,0.018,0.018,0.018,0.018,0.001,1,1
1255,1,1,1,0.183,0.183,0.183,0.183,0.183,1,0.116,0.116,0.116,0.116,0.116,0.002,1,1
1256,1,1,1,0.322,0.322,0.322,0.322,0.322,1,0.246,0.246,0.246,0.246,0.246,0,1,1
1257,1,1,1,0.438,0.438,0.438,0.438,0.438,1,0.354,0.354,0.354,0.354,0.354,0.001,1,1
1258,1,1,1,0.468,0.468,0.468,0.468,0.468,1,0.424,0.424,0.424,0.424,0.424,0.002,1,1
1259,1,1,1,0.473,0.473,0.473,0.473,0.473,1,0.475,0.475,0.475,0.475,0.475,0.003,1,1
1260,1,1,1,0.397,0.397,0.397,0.397,0.397,1,0.486,0.486,0.486,0.486,0.486,0.003,1,1
1261,1,1,1,0.308,0.308,0.308,0.308,0.308,1,0.448,0.448,0.448,0.448,0.448,0.002,1,1
1262,1,1,1,0.243,0.243,0.243,0.243,0.243,1,0.377,0.377,0.377,0.377,0.377,0.001,1,1
1263,1,1,1,0.168,0.168,0.168,0.168,0.168,1,0.266,0.266,0.266,0.266,0.266,0,1,1
1264,1,1,1,0.077,0.077,0.077,0.077,0.077,1,0.149,0.149,0.149,0.149,0.149,0,1,1
1265,1,1,1,0.009,0.009,0.009,0.009,0.009,1,0.035,0.035,0.035,0.035,0.035,0,1,1
1266,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.001,1,1
1267,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.006,1,1
1268,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.009,1,1
1269,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.012,1,1
1270,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.017,1,1
1271,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.028,1,1
1272,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.033,1,1
1273,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.026,1,1
1274,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.019,1,1
1275,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.012,1,1
1276,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.006,1,1
1277,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.003,1,1
1278,1,1,1,0.042,0.042,0.042,0.042,0.042,1,0.022,0.022,0.022,0.022,0.022,0.002,1,1
1279,1,1,1,0.15,0.15,0.15,0.15,0.15,1,0.128,0.128,0.128,0.128,0.128,0.001,1,1
1280,1,1,1,0.286,0.286,0.286,0.286,0.286,1,0.265,0.265,0.265,0.265,0.265,0.001,1,1
1281,1,1,1,0.405,0.405,0.405,0.405,0.405,1,0.379,0.379,0.379,0.379,0.379,0.008,1,1
1282,1,1,1,0.499,0.499,0.499,0.499,0.499,1,0.451,0.451,0.451,0.451,0.451,0.014,1,1
1283,1,1,1,0.522,0.522,0.522,0.522,0.522,1,0.494,0.494,0.494,0.494,0.494,0.018,1,1
1284,1,1,1,0.454,0.454,0.454,0.454,0.454,1,0.512,0.512,0.512,0.512,0.512,0.011,1,1
1285,1,1,1,0.384,0.384,0.384,0.384,0.384,1,0.49,0.49,0.49,0.49,0.49,0.004,1,1
1286,1,1,1,0.265,0.265,0.265,0.265,0.265,1,0.417,0.417,0.417,0.417,0.417,0.001,1,1
1287,1,1,1,0.128,0.128,0.128,0.128,0.128,1,0.306,0.306,0.306,0.306,0.306,0,1,1
1288,1,1,1,0.051,0.051,0.051,0.051,0.051,1,0.163,0.163,0.163,0.163,0.163,0,1,1
1289,1,1,1,0.004,0.004,0.004,0.004,0.004,1,0.034,0.034,0.034,0.034,0.034,0,1,1
1290,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1291,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.001,1,1
1292,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.002,1,1
1293,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.003,1,1
1294,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.005,1,1
1295,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.009,1,1
1296,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.018,1,1
1297,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.025,1,1
1298,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.027,1,1
1299,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.032,1,1
1300,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.041,1,1
1301,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.047,1,1
1302,1,1,1,0.04,0.04,0.04,0.04,0.04,1,0.015,0.015,0.015,0.015,0.015,0.041,1,1
1303,1,1,1,0.153,0.153,0.153,0.153,0.153,1,0.089,0.089,0.089,0.089,0.089,0.004,1,1
1304,1,1,1,0.298,0.298,0.298,0.298,0.298,1,0.186,0.186,0.186,0.186,0.186,0.001,1,1
1305,1,1,1,0.385,0.385,0.385,0.385,0.385,1,0.279,0.279,0.279,0.279,0.279,0.001,1,1
1306,1,1,1,0.464,0.464,0.464,0.464,0.464,1,0.345,0.345,0.345,0.345,0.345,0.001,1,1
1307,1,1,1,0.463,0.463,0.463,0.463,0.463,1,0.378,0.378,0.378,0.378,0.378,0.002,1,1
1308,1,1,1,0.405,0.405,0.405,0.405,0.405,1,0.388,0.388,0.388,0.388,0.388,0.006,1,1
1309,1,1,1,0.272,0.272,0.272,0.272,0.272,1,0.366,0.366,0.366,0.366,0.366,0.011,1,1
1310,1,1,1,0.169,0.169,0.169,0.169,0.169,1,0.304,0.304,0.304,0.304,0.304,0.013,1,1
1311,1,1,1,0.112,0.112,0.112,0.112,0.112,1,0.202,0.202,0.202,0.202,0.202,0.009,1,1
1312,1,1,1,0.048,0.048,0.048,0.048,0.048,1,0.1,0.1,0.1,0.1,0.1,0.007,1,1
1313,1,1,1,0.004,0.004,0.004,0.004,0.004,1,0.017,0.017,0.017,0.017,0.017,0.018,1,1
1314,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.045,1,1
1315,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.059,1,1
1316,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.063,1,1
1317,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.061,1,1
1318,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.046,1,1
1319,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.036,1,1
1320,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.035,1,1
1321,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.035,1,1
1322,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.032,1,1
1323,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.026,1,1
1324,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.019,1,1
1325,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.017,1,1
1326,1,1,1,0.018,0.018,0.018,0.018,0.018,1,0.016,0.016,0.016,0.016,0.016,0.009,1,1
1327,1,1,1,0.086,0.086,0.086,0.086,0.086,1,0.097,0.097,0.097,0.097,0.097,0.001,1,1
1328,1,1,1,0.221,0.221,0.221,0.221,0.221,1,0.204,0.204,0.204,0.204,0.204,0,1,1
1329,1,1,1,0.326,0.326,0.326,0.326,0.326,1,0.304,0.304,0.304,0.304,0.304,0.002,1,1
1330,1,1,1,0.389,0.389,0.389,0.389,0.389,1,0.39,0.39,0.39,0.39,0.39,0.003,1,1
1331,1,1,1,0.414,0.414,0.414,0.414,0.414,1,0.451,0.451,0.451,0.451,0.451,0.006,1,1
1332,1,1,1,0.347,0.347,0.347,0.347,0.347,1,0.475,0.475,0.475,0.475,0.475,0.01,1,1
1333,1,1,1,0.263,0.263,0.263,0.263,0.263,1,0.443,0.443,0.443,0.443,0.443,0.014,1,1
1334,1,1,1,0.219,0.219,0.219,0.219,0.219,1,0.355,0.355,0.355,0.355,0.355,0.017,1,1
1335,1,1,1,0.142,0.142,0.142,0.142,0.142,1,0.242,0.242,0.242,0.242,0.242,0.008,1,1
1336,1,1,1,0.07,0.07,0.07,0.07,0.07,1,0.107,0.107,0.107,0.107,0.107,0.002,1,1
1337,1,1,1,0.007,0.007,0.007,0.007,0.007,1,0.018,0.018,0.018,0.018,0.018,0.003,1,1
1338,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.019,1,1
1339,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.031,1,1
1340,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.034,1,1
1341,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.045,1,1
1342,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.051,1,1
1343,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.038,1,1
1344,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.034,1,1